weather_id,date,city,condition,temperature_c,humidity_percent,wind_speed_kmh,precipitation_mm,visibility_km,weather_severity_score,driving_impact_score
767,2024-12-05,Newcastle,Partly Cloudy,26.0,61,29.5,0.0,30.5,1.5,4.4
768,2024-12-05,Canberra,Storm,25.3,76,10.7,0.0,19.4,9.5,9.3
769,2024-12-05,Sunshine Coast,Cloudy,31.7,88,6.2,4.0,33.9,5.7,6.2
770,2024-12-05,Wollongong,Storm,28.0,68,42.4,0.0,14.7,4.0,9.0
771,2024-12-06,Sydney,Partly Cloudy,31.1,71,35.7,0.0,33.2,6.0,4.6
772,2024-12-06,Melbourne,Cloudy,39.1,89,2.5,0.0,15.9,7.7,5.3
773,2024-12-06,Brisbane,Storm,29.5,41,27.1,0.0,5.3,6.8,6.1
774,2024-12-06,Perth,Heavy Rain,23.3,76,21.6,0.0,13.5,8.4,7.2
775,2024-12-06,Adelaide,Light Rain,32.1,57,39.3,0.0,30.4,8.7,3.6
776,2024-12-06,Gold Coast,Fog,20.8,47,16.1,40.8,47.1,9.1,5.1
777,2024-12-06,Newcastle,Heavy Rain,32.3,53,12.9,0.0,46.3,6.6,7.4
778,2024-12-06,Canberra,Heavy Rain,24.5,73,32.6,0.0,15.7,2.6,6.2
779,2024-12-06,Sunshine Coast,Clear,25.0,38,21.2,0.0,39.3,2.6,3.5
780,2024-12-06,Wollongong,Cloudy,22.8,93,33.0,0.0,28.6,9.0,1.1
781,2024-12-07,Sydney,Cloudy,33.5,71,43.1,0.0,17.1,4.1,9.1
782,2024-12-07,Melbourne,Light Rain,21.2,71,21.8,0.0,33.0,2.8,9.6
783,2024-12-07,Brisbane,Clear,22.5,80,39.4,10.7,12.0,8.0,4.9
784,2024-12-07,Perth,Fog,32.5,49,45.7,0.0,26.0,3.0,9.5
785,2024-12-07,Adelaide,Storm,28.3,94,35.0,0.0,22.9,9.4,7.6
786,2024-12-07,Gold Coast,Fog,20.6,86,0.2,0.0,7.4,4.4,1.3
787,2024-12-07,Newcastle,Partly Cloudy,32.3,94,39.8,0.0,17.9,7.6,1.3
788,2024-12-07,Canberra,Storm,29.5,68,36.4,0.0,27.3,1.2,6.8
789,2024-12-07,Sunshine Coast,Fog,28.7,76,25.3,0.0,23.9,4.3,9.3
790,2024-12-07,Wollongong,Light Rain,36.8,50,0.7,0.0,36.8,2.7,5.6
791,2024-12-08,Sydney,Storm,39.6,81,44.2,47.3,37.8,3.5,5.0
792,2024-12-08,Melbourne,Light Rain,26.3,56,5.2,49.0,36.5,6.1,5.4
793,2024-12-08,Brisbane,Heavy Rain,31.5,65,42.1,0.0,8.5,6.4,7.4
794,2024-12-08,Perth,Heavy Rain,28.5,70,40.7,0.0,17.7,7.3,7.0
795,2024-12-08,Adelaide,Light Rain,22.9,85,14.8,0.0,38.5,9.8,3.3
796,2024-12-08,Gold Coast,Partly Cloudy,27.6,42,7.8,0.0,36.7,8.9,8.3
797,2024-12-08,Newcastle,Fog,21.5,43,16.5,0.0,47.0,3.1,1.1
798,2024-12-08,Canberra,Partly Cloudy,34.0,87,21.8,0.0,46.4,2.5,9.2
799,2024-12-08,Sunshine Coast,Heavy Rain,36.3,68,47.0,0.0,42.2,9.4,2.5
800,2024-12-08,Wollongong,Light Rain,28.0,94,34.8,0.0,28.1,5.5,2.3
801,2024-12-09,Sydney,Partly Cloudy,39.3,87,26.3,0.0,26.7,4.0,5.9
802,2024-12-09,Melbourne,Clear,37.0,79,26.1,0.0,8.5,7.6,7.3
803,2024-12-09,Brisbane,Storm,25.1,77,20.0,0.0,49.1,6.4,9.8
804,2024-12-09,Perth,Light Rain,39.4,33,37.7,0.0,24.3,5.0,3.4
805,2024-12-09,Adelaide,Light Rain,35.5,54,44.2,0.0,48.7,8.7,8.7
806,2024-12-09,Gold Coast,Partly Cloudy,28.9,80,40.2,0.0,29.4,6.2,2.3
807,2024-12-09,Newcastle,Light Rain,21.7,46,0.4,0.0,21.0,3.9,5.0
808,2024-12-09,Canberra,Cloudy,30.1,72,25.0,47.4,19.5,7.8,4.2
809,2024-12-09,Sunshine Coast,Clear,29.9,52,12.7,0.0,5.3,1.5,5.7
810,2024-12-09,Wollongong,Fog,26.8,83,40.4,14.6,7.6,1.6,4.4
811,2024-12-10,Sydney,Clear,25.1,49,8.8,0.0,18.6,1.6,5.6
812,2024-12-10,Melbourne,Cloudy,32.2,30,7.2,10.1,28.8,9.2,10.0
813,2024-12-10,Brisbane,Fog,20.3,59,41.8,43.4,37.9,5.1,9.6
814,2024-12-10,Perth,Clear,28.2,68,40.5,0.0,46.2,5.6,4.7
815,2024-12-10,Adelaide,Fog,23.5,72,36.6,0.0,38.1,3.0,9.8
816,2024-12-10,Gold Coast,Cloudy,35.5,38,10.6,0.0,5.5,7.9,6.7
817,2024-12-10,Newcastle,Light Rain,36.5,92,43.4,44.8,44.5,2.2,3.5
818,2024-12-10,Canberra,Heavy Rain,39.8,64,5.5,0.0,32.4,5.7,3.7
819,2024-12-10,Sunshine Coast,Light Rain,38.3,56,17.7,37.6,27.1,9.9,9.8
820,2024-12-10,Wollongong,Cloudy,20.3,93,32.0,28.7,35.5,9.0,6.3
821,2024-12-11,Sydney,Heavy Rain,32.6,35,7.0,0.1,37.3,3.3,2.3
822,2024-12-11,Melbourne,Fog,37.4,35,40.1,17.7,28.9,9.8,2.3
823,2024-12-11,Brisbane,Heavy Rain,30.4,32,23.4,7.7,15.2,6.1,5.0
824,2024-12-11,Perth,Cloudy,29.2,85,23.0,0.0,48.0,2.0,3.8
825,2024-12-11,Adelaide,Light Rain,30.3,64,49.7,0.0,37.5,2.8,5.5
826,2024-12-11,Gold Coast,Partly Cloudy,35.1,70,39.3,0.0,22.8,5.6,9.4
827,2024-12-11,Newcastle,Light Rain,22.1,50,12.2,8.4,45.1,1.3,6.8
828,2024-12-11,Canberra,Light Rain,34.5,65,8.3,0.0,26.6,9.4,2.9
829,2024-12-11,Sunshine Coast,Light Rain,37.0,54,35.0,0.0,13.2,6.3,6.9
830,2024-12-11,Wollongong,Storm,32.8,41,18.6,26.5,45.2,7.9,5.2
831,2024-12-12,Sydney,Cloudy,30.0,48,44.3,41.1,30.3,4.7,5.9
832,2024-12-12,Melbourne,Light Rain,36.7,49,11.8,0.0,11.5,6.9,2.1
833,2024-12-12,Brisbane,Heavy Rain,32.5,33,49.0,11.4,35.6,6.2,1.3
834,2024-12-12,Perth,Fog,36.3,84,15.8,0.0,41.0,5.9,6.7
835,2024-12-12,Adelaide,Heavy Rain,21.1,65,40.5,29.0,36.6,1.6,8.1
836,2024-12-12,Gold Coast,Cloudy,28.4,70,10.1,0.0,49.5,8.9,5.9
837,2024-12-12,Newcastle,Clear,32.5,87,37.4,0.0,8.0,6.2,3.9
838,2024-12-12,Canberra,Heavy Rain,32.1,68,18.5,38.1,33.2,2.5,8.4
839,2024-12-12,Sunshine Coast,Cloudy,24.2,95,22.2,0.0,6.0,2.4,1.2
840,2024-12-12,Wollongong,Clear,29.6,49,11.9,0.0,9.9,2.0,6.7
841,2024-12-13,Sydney,Clear,33.4,72,36.9,0.0,41.3,1.9,9.4
842,2024-12-13,Melbourne,Heavy Rain,32.9,79,42.4,4.9,39.5,8.3,1.2
843,2024-12-13,Brisbane,Clear,36.6,81,19.4,48.3,6.6,2.1,5.1
844,2024-12-13,Perth,Light Rain,22.6,48,29.5,0.0,29.9,9.0,3.0
845,2024-12-13,Adelaide,Heavy Rain,38.1,85,33.1,0.0,25.4,1.4,7.4
846,2024-12-13,Gold Coast,Light Rain,20.9,71,23.0,0.0,43.8,8.0,8.8
847,2024-12-13,Newcastle,Partly Cloudy,39.9,73,17.7,0.0,41.0,5.0,7.7
848,2024-12-13,Canberra,Fog,35.3,57,5.0,0.0,33.4,7.1,7.9
849,2024-12-13,Sunshine Coast,Clear,28.8,75,6.3,0.0,26.5,6.4,8.9
850,2024-12-13,Wollongong,Cloudy,24.5,65,13.2,0.0,49.2,5.8,1.9
851,2024-12-14,Sydney,Clear,21.5,69,44.4,32.6,36.6,7.8,9.4
852,2024-12-14,Melbourne,Fog,39.6,71,42.5,0.0,29.1,5.0,3.9
853,2024-12-14,Brisbane,Fog,35.0,39,37.2,0.0,24.7,8.9,6.6
854,2024-12-14,Perth,Fog,30.8,48,11.6,40.2,33.2,4.2,5.6
855,2024-12-14,Adelaide,Light Rain,25.3,67,1.2,11.6,39.7,7.5,4.8
856,2024-12-14,Gold Coast,Clear,26.0,38,21.6,30.7,26.6,7.8,5.6
857,2024-12-14,Newcastle,Clear,24.2,75,29.1,0.0,25.4,9.3,6.4
858,2024-12-14,Canberra,Partly Cloudy,34.1,86,11.7,0.0,48.3,8.0,2.9
859,2024-12-14,Sunshine Coast,Heavy Rain,20.8,41,16.6,0.0,36.7,3.7,2.5
860,2024-12-14,Wollongong,Partly Cloudy,36.4,52,15.0,0.0,49.7,4.4,5.9
861,2024-12-15,Sydney,Cloudy,32.5,61,29.2,1.2,26.0,2.9,3.6
862,2024-12-15,Melbourne,Light Rain,27.7,62,19.4,17.3,33.4,4.2,3.6
863,2024-12-15,Brisbane,Storm,21.6,92,13.4,46.5,10.2,1.6,1.0
864,2024-12-15,Perth,Partly Cloudy,20.3,51,3.8,0.0,23.2,6.0,6.8
865,2024-12-15,Adelaide,Clear,38.9,59,39.4,0.0,17.3,5.3,7.3
866,2024-12-15,Gold Coast,Heavy Rain,21.2,62,40.9,0.0,26.9,5.0,1.2
867,2024-12-15,Newcastle,Heavy Rain,39.9,46,26.8,0.0,33.7,3.2,2.8
868,2024-12-15,Canberra,Fog,38.7,49,21.2,17.4,47.0,1.3,7.5
869,2024-12-15,Sunshine Coast,Storm,31.7,53,5.8,20.8,25.4,2.1,7.7
870,2024-12-15,Wollongong,Light Rain,39.8,85,47.6,0.0,49.9,7.7,9.2
871,2024-12-16,Sydney,Fog,25.6,34,6.7,6.4,35.6,9.8,3.4
872,2024-12-16,Melbourne,Clear,31.8,39,45.0,0.0,24.7,4.8,3.0
873,2024-12-16,Brisbane,Cloudy,28.4,32,4.7,30.7,19.7,6.7,3.5
874,2024-12-16,Perth,Cloudy,28.1,67,1.3,0.0,16.0,8.7,1.6
875,2024-12-16,Adelaide,Light Rain,26.1,76,21.7,0.0,44.1,4.4,1.5
876,2024-12-16,Gold Coast,Partly Cloudy,31.0,92,37.6,0.0,8.0,6.3,7.8
877,2024-12-16,Newcastle,Storm,34.7,78,44.7,0.0,21.0,7.8,6.8
878,2024-12-16,Canberra,Light Rain,29.7,78,42.5,0.0,9.2,6.5,1.2
879,2024-12-16,Sunshine Coast,Fog,38.5,71,0.1,0.0,41.1,4.1,7.6
880,2024-12-16,Wollongong,Fog,39.6,64,39.0,12.8,29.7,5.3,2.6
881,2024-12-17,Sydney,Partly Cloudy,38.2,30,15.0,47.8,8.0,9.3,3.5
882,2024-12-17,Melbourne,Storm,34.6,40,18.7,0.0,31.1,2.8,4.2
883,2024-12-17,Brisbane,Storm,22.3,88,26.3,0.0,42.1,2.9,2.2
884,2024-12-17,Perth,Cloudy,33.8,31,29.2,0.0,24.8,6.9,4.8
885,2024-12-17,Adelaide,Clear,30.3,77,25.1,0.0,37.5,5.8,9.7
886,2024-12-17,Gold Coast,Partly Cloudy,21.7,40,16.2,12.5,24.5,5.8,2.5
887,2024-12-17,Newcastle,Fog,22.1,31,24.3,0.0,29.7,1.9,6.5
888,2024-12-17,Canberra,Heavy Rain,28.1,70,21.2,0.0,39.2,8.6,4.7
889,2024-12-17,Sunshine Coast,Fog,31.0,30,7.1,0.0,31.0,2.8,9.3
890,2024-12-17,Wollongong,Cloudy,34.4,63,9.0,0.6,6.5,2.7,1.5
891,2024-12-18,Sydney,Light Rain,39.2,72,48.8,0.0,20.1,7.3,7.1
892,2024-12-18,Melbourne,Partly Cloudy,38.3,51,14.4,0.0,18.0,2.4,4.6
893,2024-12-18,Brisbane,Clear,29.6,70,3.8,0.0,31.5,2.3,1.9
894,2024-12-18,Perth,Light Rain,37.2,61,10.3,7.0,11.1,2.2,1.3
895,2024-12-18,Adelaide,Partly Cloudy,39.8,46,9.2,0.0,21.8,2.3,1.2
896,2024-12-18,Gold Coast,Storm,39.2,35,42.5,0.0,14.3,5.8,2.9
897,2024-12-18,Newcastle,Partly Cloudy,31.5,59,32.1,0.0,28.3,9.6,2.1
898,2024-12-18,Canberra,Partly Cloudy,24.3,62,16.8,34.0,20.0,2.9,2.7
899,2024-12-18,Sunshine Coast,Fog,28.0,68,30.5,0.0,5.2,3.4,5.6
900,2024-12-18,Wollongong,Cloudy,28.6,52,37.3,29.2,21.0,4.9,5.1
901,2024-12-19,Sydney,Storm,33.4,61,13.8,0.0,33.7,4.2,6.6
902,2024-12-19,Melbourne,Cloudy,36.6,81,41.7,0.0,36.0,10.0,9.8
903,2024-12-19,Brisbane,Fog,28.1,72,28.1,0.0,27.0,9.1,9.6
904,2024-12-19,Perth,Partly Cloudy,27.4,95,3.0,20.8,9.7,5.3,9.9
905,2024-12-19,Adelaide,Light Rain,24.4,77,8.0,38.9,47.7,9.3,4.5
906,2024-12-19,Gold Coast,Storm,34.4,59,16.9,0.0,36.4,7.3,4.7
907,2024-12-19,Newcastle,Fog,35.2,73,37.4,0.0,14.1,9.2,7.8
908,2024-12-19,Canberra,Heavy Rain,27.8,49,14.9,0.0,8.7,6.8,8.8
909,2024-12-19,Sunshine Coast,Light Rain,34.0,55,37.2,0.0,15.1,3.4,9.5
910,2024-12-19,Wollongong,Heavy Rain,25.7,72,25.0,0.0,35.1,1.2,8.1
911,2024-12-20,Sydney,Heavy Rain,27.9,48,14.8,0.0,33.8,6.5,7.8
912,2024-12-20,Melbourne,Fog,35.2,39,20.8,0.0,15.1,9.5,1.7
913,2024-12-20,Brisbane,Fog,27.9,95,32.8,0.0,9.0,3.2,5.5
914,2024-12-20,Perth,Partly Cloudy,24.2,78,2.9,0.0,39.9,8.0,9.5
915,2024-12-20,Adelaide,Heavy Rain,25.5,84,40.7,45.2,5.9,9.1,4.5
916,2024-12-20,Gold Coast,Partly Cloudy,25.5,45,6.6,0.0,17.8,8.1,6.3
917,2024-12-20,Newcastle,Fog,26.0,86,19.8,0.0,17.5,2.3,6.2
918,2024-12-20,Canberra,Partly Cloudy,36.6,79,42.1,0.0,38.8,2.8,8.3
919,2024-12-20,Sunshine Coast,Light Rain,32.0,47,37.4,0.0,41.3,6.7,3.7
920,2024-12-20,Wollongong,Fog,24.3,63,25.3,0.0,49.7,2.0,6.8
921,2024-12-21,Sydney,Light Rain,34.1,67,28.4,0.0,23.4,9.9,1.2
922,2024-12-21,Melbourne,Heavy Rain,33.6,58,10.9,0.0,10.0,1.9,4.5
923,2024-12-21,Brisbane,Fog,23.4,33,5.7,12.3,32.1,7.6,1.3
924,2024-12-21,Perth,Partly Cloudy,35.1,58,11.6,10.8,46.3,4.8,5.3
925,2024-12-21,Adelaide,Storm,36.0,65,26.7,0.0,7.1,6.1,8.2
926,2024-12-21,Gold Coast,Storm,25.3,37,47.8,24.7,14.7,1.7,3.3
927,2024-12-21,Newcastle,Clear,30.9,81,0.5,0.0,34.5,6.3,6.9
928,2024-12-21,Canberra,Clear,35.4,69,32.8,44.7,6.7,5.8,8.5
929,2024-12-21,Sunshine Coast,Light Rain,28.3,45,20.2,0.0,6.5,9.7,8.9
930,2024-12-21,Wollongong,Partly Cloudy,32.0,67,7.2,38.5,16.6,9.1,9.4
931,2024-12-22,Sydney,Cloudy,26.0,49,49.8,0.0,13.9,4.8,7.3
932,2024-12-22,Melbourne,Storm,31.3,42,24.3,29.6,14.2,5.9,1.5
933,2024-12-22,Brisbane,Light Rain,26.5,42,42.8,39.5,10.2,8.9,8.0
934,2024-12-22,Perth,Storm,22.0,69,46.3,49.8,18.7,5.2,8.8
935,2024-12-22,Adelaide,Heavy Rain,23.2,41,14.5,0.0,42.8,5.1,6.7
936,2024-12-22,Gold Coast,Light Rain,26.3,39,38.6,0.0,48.6,5.3,5.6
937,2024-12-22,Newcastle,Cloudy,29.8,84,9.4,0.0,29.9,9.7,1.3
938,2024-12-22,Canberra,Cloudy,32.7,44,32.9,0.0,40.2,10.0,2.5
939,2024-12-22,Sunshine Coast,Clear,32.8,74,14.2,0.0,36.9,1.7,4.0
940,2024-12-22,Wollongong,Light Rain,26.6,85,48.3,0.0,8.0,5.9,8.3
941,2024-12-23,Sydney,Cloudy,26.7,52,37.9,0.0,19.0,1.7,2.3
942,2024-12-23,Melbourne,Light Rain,27.3,38,46.7,0.0,29.4,7.3,3.5
943,2024-12-23,Brisbane,Cloudy,30.5,84,19.5,0.0,30.7,9.5,3.0
944,2024-12-23,Perth,Cloudy,21.2,43,29.5,0.0,37.9,4.9,4.1
945,2024-12-23,Adelaide,Light Rain,33.3,56,18.3,14.8,11.6,9.9,5.0
946,2024-12-23,Gold Coast,Light Rain,34.5,49,19.5,0.0,34.4,4.6,1.2
947,2024-12-23,Newcastle,Clear,27.7,90,1.1,0.0,18.2,10.0,9.3
948,2024-12-23,Canberra,Partly Cloudy,22.2,30,49.3,0.0,34.2,9.6,8.8
949,2024-12-23,Sunshine Coast,Fog,25.2,95,22.3,43.8,5.2,6.7,8.3
950,2024-12-23,Wollongong,Heavy Rain,28.2,37,33.6,40.2,9.5,2.2,2.3
951,2024-12-24,Sydney,Partly Cloudy,29.4,54,25.1,0.0,20.8,8.1,2.5
952,2024-12-24,Melbourne,Heavy Rain,24.6,48,9.0,0.0,17.8,5.8,5.2
953,2024-12-24,Brisbane,Heavy Rain,37.3,54,17.9,0.0,31.8,1.3,3.5
954,2024-12-24,Perth,Fog,20.8,64,22.6,11.4,45.0,1.9,2.0
955,2024-12-24,Adelaide,Storm,24.9,33,41.3,15.7,19.3,8.0,5.0
956,2024-12-24,Gold Coast,Fog,22.9,46,46.2,0.0,46.8,3.6,6.8
957,2024-12-24,Newcastle,Cloudy,38.7,92,27.8,0.0,39.2,5.7,1.3
958,2024-12-24,Canberra,Clear,38.5,39,1.2,0.0,33.0,9.2,7.4
959,2024-12-24,Sunshine Coast,Cloudy,26.6,39,30.7,6.3,39.3,7.8,1.9
960,2024-12-24,Wollongong,Cloudy,33.1,90,27.8,14.4,44.8,2.2,1.3
961,2024-12-25,Sydney,Heavy Rain,21.7,58,1.1,0.0,20.5,9.8,6.0
962,2024-12-25,Melbourne,Clear,34.2,59,23.2,0.0,10.2,2.3,3.0
963,2024-12-25,Brisbane,Storm,33.2,86,12.5,12.0,37.4,6.4,1.1
964,2024-12-25,Perth,Heavy Rain,36.3,71,47.9,39.2,31.7,3.8,7.9
965,2024-12-25,Adelaide,Cloudy,30.9,53,28.8,41.7,32.1,4.9,6.7
966,2024-12-25,Gold Coast,Cloudy,33.8,49,26.0,21.5,22.0,7.6,4.5
967,2024-12-25,Newcastle,Partly Cloudy,28.4,59,22.6,0.0,25.0,1.4,4.6
968,2024-12-25,Canberra,Light Rain,22.9,41,46.3,0.0,30.2,3.7,9.1
969,2024-12-25,Sunshine Coast,Cloudy,21.2,58,31.8,0.0,13.8,7.5,6.5
970,2024-12-25,Wollongong,Heavy Rain,23.2,80,14.8,0.0,39.8,5.5,9.2
971,2024-12-26,Sydney,Fog,26.5,31,26.6,0.0,15.8,2.3,3.3
972,2024-12-26,Melbourne,Heavy Rain,24.3,30,38.3,0.0,25.4,2.1,2.0
973,2024-12-26,Brisbane,Partly Cloudy,26.6,80,30.0,0.0,20.2,5.1,8.6
974,2024-12-26,Perth,Clear,31.7,79,8.7,0.0,41.4,1.1,3.5
975,2024-12-26,Adelaide,Clear,27.4,60,49.8,0.0,34.6,6.6,4.0
976,2024-12-26,Gold Coast,Cloudy,32.0,53,46.5,16.1,29.2,8.3,5.7
977,2024-12-26,Newcastle,Cloudy,24.5,32,45.6,0.0,24.6,2.7,8.9
978,2024-12-26,Canberra,Clear,32.3,86,7.9,0.0,47.8,6.4,8.5
979,2024-12-26,Sunshine Coast,Clear,20.5,82,23.2,8.8,10.4,7.2,6.3
980,2024-12-26,Wollongong,Light Rain,38.0,56,23.7,0.2,15.0,2.1,4.2
981,2024-12-27,Sydney,Partly Cloudy,20.7,45,42.0,0.0,27.5,3.7,8.0
982,2024-12-27,Melbourne,Clear,36.4,53,7.6,0.0,35.2,1.4,6.2
983,2024-12-27,Brisbane,Partly Cloudy,32.9,77,30.9,0.0,26.9,6.4,1.0
984,2024-12-27,Perth,Partly Cloudy,32.9,73,21.5,0.0,13.3,4.1,7.4
985,2024-12-27,Adelaide,Storm,33.5,93,3.2,17.7,32.0,1.0,5.0
986,2024-12-27,Gold Coast,Fog,40.0,48,11.3,0.0,40.1,7.5,9.8
987,2024-12-27,Newcastle,Partly Cloudy,22.7,40,48.1,0.0,26.1,9.2,5.8
988,2024-12-27,Canberra,Cloudy,21.5,78,14.5,41.9,25.0,8.0,2.1
989,2024-12-27,Sunshine Coast,Fog,25.9,75,9.8,0.0,46.1,9.3,7.0
990,2024-12-27,Wollongong,Light Rain,39.5,83,35.6,0.0,20.5,6.9,6.8
991,2024-12-28,Sydney,Clear,35.2,46,1.3,0.0,29.9,8.4,6.8
992,2024-12-28,Melbourne,Clear,29.5,82,33.1,31.2,12.0,3.2,7.1
993,2024-12-28,Brisbane,Storm,27.8,86,1.2,0.0,26.5,4.8,4.0
994,2024-12-28,Perth,Partly Cloudy,22.7,92,6.2,0.0,12.0,8.8,4.4
995,2024-12-28,Adelaide,Storm,32.7,66,32.4,0.0,14.9,5.5,1.7
996,2024-12-28,Gold Coast,Heavy Rain,36.9,69,9.6,0.0,47.3,3.2,8.5
997,2024-12-28,Newcastle,Partly Cloudy,35.5,49,43.7,3.7,11.4,4.9,6.4
998,2024-12-28,Canberra,Fog,32.5,78,19.0,0.0,48.7,7.8,5.8
999,2024-12-28,Sunshine Coast,Light Rain,25.2,55,40.1,0.0,20.4,1.6,9.9
1000,2024-12-28,Wollongong,Heavy Rain,37.9,47,2.1,0.0,17.4,8.8,8.3
1001,2024-12-29,Sydney,Partly Cloudy,36.1,84,19.6,0.0,25.0,8.1,3.0
1002,2024-12-29,Melbourne,Clear,37.7,48,24.4,15.8,20.5,9.7,9.2
1003,2024-12-29,Brisbane,Fog,29.8,76,33.6,0.0,38.8,6.5,9.8
1004,2024-12-29,Perth,Light Rain,25.2,95,14.7,0.0,12.4,8.3,6.2
1005,2024-12-29,Adelaide,Fog,34.2,45,1.1,0.0,11.2,1.1,4.7
1006,2024-12-29,Gold Coast,Heavy Rain,22.6,83,16.3,0.0,20.0,2.0,8.4
1007,2024-12-29,Newcastle,Light Rain,21.1,46,37.5,35.5,13.1,9.5,7.7
1008,2024-12-29,Canberra,Heavy Rain,34.0,86,29.2,0.0,35.8,3.4,2.2
1009,2024-12-29,Sunshine Coast,Clear,22.6,68,21.9,18.6,5.2,2.3,2.8
1010,2024-12-29,Wollongong,Light Rain,37.9,30,14.3,0.0,27.2,6.1,8.7
1011,2024-12-30,Sydney,Clear,22.7,67,34.9,0.0,6.1,3.1,6.5
1012,2024-12-30,Melbourne,Cloudy,22.7,87,27.8,47.2,47.6,8.0,2.7
1013,2024-12-30,Brisbane,Partly Cloudy,32.9,37,46.3,0.0,17.1,1.6,9.3
1014,2024-12-30,Perth,Fog,29.8,86,0.6,0.0,33.4,7.0,8.6
1015,2024-12-30,Adelaide,Fog,35.7,84,10.0,0.0,49.5,8.9,8.4
1016,2024-12-30,Gold Coast,Fog,20.5,36,44.6,25.9,27.7,3.4,4.5
1017,2024-12-30,Newcastle,Fog,25.1,56,10.2,21.1,25.3,6.2,1.2
1018,2024-12-30,Canberra,Partly Cloudy,35.8,81,24.9,4.3,14.3,1.1,4.0
1019,2024-12-30,Sunshine Coast,Heavy Rain,33.5,66,44.5,30.0,6.1,9.9,9.3
1020,2024-12-30,Wollongong,Storm,25.6,36,5.7,0.0,16.8,4.3,8.8
1021,2024-12-31,Sydney,Partly Cloudy,38.2,77,2.5,0.0,45.0,1.0,2.0
1022,2024-12-31,Melbourne,Light Rain,26.6,44,23.8,26.5,36.1,7.4,1.5
1023,2024-12-31,Brisbane,Partly Cloudy,37.6,95,28.9,36.8,17.9,6.7,1.6
1024,2024-12-31,Perth,Partly Cloudy,21.2,38,17.4,0.0,27.9,1.7,2.9
1025,2024-12-31,Adelaide,Heavy Rain,26.6,43,13.7,0.0,26.5,5.1,4.2
1026,2024-12-31,Gold Coast,Clear,21.0,31,5.2,0.0,46.9,4.4,5.0
1027,2024-12-31,Newcastle,Fog,29.7,87,27.4,0.0,48.3,6.5,2.4
1028,2024-12-31,Canberra,Storm,29.3,43,20.2,0.0,36.2,6.8,2.8
1029,2024-12-31,Sunshine Coast,Light Rain,34.0,41,5.3,0.0,22.5,9.8,5.7
1030,2024-12-31,Wollongong,Clear,28.4,90,41.3,0.0,21.0,7.6,5.7
1031,2025-01-01,Sydney,Partly Cloudy,33.3,82,3.3,36.0,43.9,4.0,9.8
1032,2025-01-01,Melbourne,Partly Cloudy,24.1,62,17.8,0.0,31.5,4.8,5.0
1033,2025-01-01,Brisbane,Cloudy,23.0,61,18.2,0.0,16.1,6.9,7.9
1034,2025-01-01,Perth,Cloudy,30.2,50,19.4,0.0,9.2,9.1,7.3
1035,2025-01-01,Adelaide,Clear,26.7,38,34.1,0.0,17.0,4.8,5.9
1036,2025-01-01,Gold Coast,Partly Cloudy,32.1,30,40.7,0.3,40.5,4.1,2.4
1037,2025-01-01,Newcastle,Partly Cloudy,36.5,91,37.7,0.0,30.2,6.8,3.3
1038,2025-01-01,Canberra,Cloudy,21.4,37,8.2,0.0,28.3,9.5,4.8
1039,2025-01-01,Sunshine Coast,Clear,39.4,89,40.9,0.4,46.2,9.3,2.1
1040,2025-01-01,Wollongong,Clear,34.4,88,38.3,0.0,43.9,8.6,9.6
1041,2025-01-02,Sydney,Light Rain,35.9,88,46.0,5.8,44.5,5.5,2.3
1042,2025-01-02,Melbourne,Storm,22.6,91,32.6,9.9,40.1,1.6,5.0
1043,2025-01-02,Brisbane,Clear,21.7,36,41.4,13.9,13.7,7.1,5.4
1044,2025-01-02,Perth,Clear,37.8,74,36.9,0.0,42.0,7.0,9.9
1045,2025-01-02,Adelaide,Heavy Rain,21.9,84,46.7,0.0,31.2,5.3,4.4
1046,2025-01-02,Gold Coast,Light Rain,34.2,74,38.6,0.0,25.5,3.7,6.5
1047,2025-01-02,Newcastle,Light Rain,34.5,60,9.7,0.8,32.7,4.3,2.5
1048,2025-01-02,Canberra,Cloudy,36.5,47,49.3,0.0,37.1,2.8,5.1
1049,2025-01-02,Sunshine Coast,Storm,24.0,53,6.4,0.0,8.4,3.3,9.9
1050,2025-01-02,Wollongong,Light Rain,34.1,32,18.1,0.0,35.2,4.8,7.9
1051,2025-01-03,Sydney,Fog,26.7,44,4.1,1.9,36.6,1.4,4.6
1052,2025-01-03,Melbourne,Partly Cloudy,36.6,83,0.4,0.0,11.1,4.1,6.1
1053,2025-01-03,Brisbane,Cloudy,24.2,89,45.5,0.0,43.9,9.3,2.8
1054,2025-01-03,Perth,Heavy Rain,26.4,94,35.7,0.0,45.2,6.4,2.0
1055,2025-01-03,Adelaide,Light Rain,31.4,41,40.9,0.0,48.7,7.4,9.3
1056,2025-01-03,Gold Coast,Light Rain,39.7,66,33.9,0.0,12.0,8.9,1.8
1057,2025-01-03,Newcastle,Light Rain,39.9,47,40.9,0.0,21.4,8.0,2.3
1058,2025-01-03,Canberra,Cloudy,27.9,63,42.9,0.0,12.5,7.5,7.0
1059,2025-01-03,Sunshine Coast,Clear,25.8,34,34.5,32.9,5.9,4.5,1.4
1060,2025-01-03,Wollongong,Storm,26.1,78,39.5,0.0,31.5,6.0,4.0
1061,2025-01-04,Sydney,Partly Cloudy,24.2,93,43.9,0.0,34.3,7.6,8.9
