traffic_id,date,hour_of_day,city,traffic_level,congestion_delay_minutes,average_speed_kmh,incident_count,road_closure_count,weather_impact,is_peak_hours
2882,2025-07-03,0,Melbourne,Moderate,2.0,23.5,1,0,None,0
2883,2025-07-03,0,Brisbane,Light,4.8,74.7,3,1,None,0
2884,2025-07-03,0,Perth,Moderate,2.7,59.5,3,0,Light,0
2885,2025-07-03,0,Adelaide,Light,0.3,66.7,3,0,Moderate,0
2886,2025-07-03,0,Gold Coast,Light,0.2,67.5,0,1,Light,0
2887,2025-07-03,0,Newcastle,Light,0.1,79.8,2,1,Heavy,0
2888,2025-07-03,0,Canberra,Light,0.0,73.0,0,1,None,0
2889,2025-07-03,0,Sunshine Coast,Moderate,4.5,68.9,2,0,Heavy,0
2890,2025-07-03,0,Wollongong,Light,3.2,35.8,3,0,Moderate,0
2891,2025-07-03,1,Sydney,Moderate,2.9,30.4,2,0,Heavy,0
2892,2025-07-03,1,Melbourne,Moderate,3.9,26.2,3,0,Light,0
2893,2025-07-03,1,Brisbane,Moderate,2.9,46.4,1,0,None,0
2894,2025-07-03,1,Perth,Light,1.1,70.4,0,0,Light,0
2895,2025-07-03,1,Adelaide,Light,4.2,51.6,3,1,Heavy,0
2896,2025-07-03,1,Gold Coast,Light,2.6,64.5,2,0,Light,0
2897,2025-07-03,1,Newcastle,Light,1.2,47.0,2,1,Heavy,0
2898,2025-07-03,1,Canberra,Light,1.7,42.7,0,0,Heavy,0
2899,2025-07-03,1,Sunshine Coast,Light,4.8,62.5,0,0,Heavy,0
2900,2025-07-03,1,Wollongong,Light,2.6,73.5,1,1,Light,0
2901,2025-07-03,2,Sydney,Moderate,0.4,22.1,0,1,Light,0
2902,2025-07-03,2,Melbourne,Light,4.3,22.9,3,1,Moderate,0
2903,2025-07-03,2,Brisbane,Light,2.5,60.8,0,1,Heavy,0
2904,2025-07-03,2,Perth,Light,0.1,21.6,3,0,Heavy,0
2905,2025-07-03,2,Adelaide,Light,3.9,46.9,2,0,Light,0
2906,2025-07-03,2,Gold Coast,Light,1.7,26.6,0,1,Light,0
2907,2025-07-03,2,Newcastle,Light,1.1,70.7,0,0,Light,0
2908,2025-07-03,2,Canberra,Light,2.0,63.2,3,1,Moderate,0
2909,2025-07-03,2,Sunshine Coast,Light,2.5,51.5,1,1,Heavy,0
2910,2025-07-03,2,Wollongong,Moderate,2.1,59.0,3,0,Light,0
2911,2025-07-03,3,Sydney,Moderate,1.7,23.3,3,1,Moderate,0
2912,2025-07-03,3,Melbourne,Light,3.0,68.2,3,0,Heavy,0
2913,2025-07-03,3,Brisbane,Light,0.3,52.8,1,1,Moderate,0
2914,2025-07-03,3,Perth,Light,1.4,31.0,2,1,None,0
2915,2025-07-03,3,Adelaide,Light,2.3,26.5,2,1,Heavy,0
2916,2025-07-03,3,Gold Coast,Light,1.2,49.4,0,0,None,0
2917,2025-07-03,3,Newcastle,Light,3.8,32.1,0,0,Heavy,0
2918,2025-07-03,3,Canberra,Moderate,1.0,64.0,3,1,Moderate,0
2919,2025-07-03,3,Sunshine Coast,Light,0.0,27.4,3,0,Heavy,0
2920,2025-07-03,3,Wollongong,Light,0.7,54.3,3,1,None,0
2921,2025-07-03,4,Sydney,Moderate,3.9,33.1,3,1,Heavy,0
2922,2025-07-03,4,Melbourne,Light,1.1,21.3,3,0,Moderate,0
2923,2025-07-03,4,Brisbane,Light,0.4,27.4,2,1,None,0
2924,2025-07-03,4,Perth,Light,0.7,43.4,1,0,Heavy,0
2925,2025-07-03,4,Adelaide,Light,0.0,51.8,3,1,Heavy,0
2926,2025-07-03,4,Gold Coast,Light,2.1,52.5,0,1,Light,0
2927,2025-07-03,4,Newcastle,Light,4.2,54.8,0,0,Heavy,0
2928,2025-07-03,4,Canberra,Light,4.7,31.6,2,1,Heavy,0
2929,2025-07-03,4,Sunshine Coast,Light,0.4,69.4,1,1,Heavy,0
2930,2025-07-03,4,Wollongong,Light,4.5,24.5,2,1,Light,0
2931,2025-07-03,5,Sydney,Light,1.2,75.4,0,0,Light,0
2932,2025-07-03,5,Melbourne,Light,1.9,75.1,0,0,Light,0
2933,2025-07-03,5,Brisbane,Light,2.2,63.5,1,0,Heavy,0
2934,2025-07-03,5,Perth,Moderate,0.4,75.3,0,0,Moderate,0
2935,2025-07-03,5,Adelaide,Light,3.2,33.7,3,1,Moderate,0
2936,2025-07-03,5,Gold Coast,Moderate,1.4,28.4,1,1,Heavy,0
2937,2025-07-03,5,Newcastle,Light,1.5,31.3,2,1,Heavy,0
2938,2025-07-03,5,Canberra,Light,4.6,74.5,2,1,Heavy,0
2939,2025-07-03,5,Sunshine Coast,Light,2.4,79.5,3,0,Moderate,0
2940,2025-07-03,5,Wollongong,Light,3.7,74.0,0,1,Heavy,0
2941,2025-07-03,6,Sydney,Light,0.5,78.9,2,1,Moderate,0
2942,2025-07-03,6,Melbourne,Light,4.7,31.3,3,0,Light,0
2943,2025-07-03,6,Brisbane,Light,0.2,20.7,1,1,Moderate,0
2944,2025-07-03,6,Perth,Moderate,3.6,36.3,3,0,Light,0
2945,2025-07-03,6,Adelaide,Light,2.2,78.8,0,1,None,0
2946,2025-07-03,6,Gold Coast,Light,1.9,53.6,2,0,Light,0
2947,2025-07-03,6,Newcastle,Light,3.0,58.3,3,1,Moderate,0
2948,2025-07-03,6,Canberra,Light,4.7,54.1,1,0,Heavy,0
2949,2025-07-03,6,Sunshine Coast,Light,1.7,54.4,2,1,None,0
2950,2025-07-03,6,Wollongong,Light,3.2,62.9,1,1,Heavy,0
2951,2025-07-03,7,Sydney,Severe,35.5,73.2,0,0,None,1
2952,2025-07-03,7,Melbourne,Severe,36.8,44.1,0,0,Heavy,1
2953,2025-07-03,7,Brisbane,Heavy,27.7,32.9,2,1,Light,1
2954,2025-07-03,7,Perth,Heavy,15.9,61.5,1,1,None,1
2955,2025-07-03,7,Adelaide,Severe,28.2,24.2,2,0,Light,1
2956,2025-07-03,7,Gold Coast,Heavy,16.9,34.9,0,1,Moderate,1
2957,2025-07-03,7,Newcastle,Heavy,33.4,78.4,0,0,Heavy,1
2958,2025-07-03,7,Canberra,Heavy,20.1,38.6,0,0,Heavy,1
2959,2025-07-03,7,Sunshine Coast,Heavy,15.7,55.5,1,1,Heavy,1
2960,2025-07-03,7,Wollongong,Heavy,23.7,29.1,3,1,None,1
2961,2025-07-03,8,Sydney,Heavy,38.8,41.6,1,1,Light,1
2962,2025-07-03,8,Melbourne,Heavy,22.2,55.2,0,0,Light,1
2963,2025-07-03,8,Brisbane,Heavy,18.7,74.1,3,1,None,1
2964,2025-07-03,8,Perth,Heavy,29.9,33.4,1,1,Light,1
2965,2025-07-03,8,Adelaide,Heavy,36.8,35.1,1,0,Heavy,1
2966,2025-07-03,8,Gold Coast,Heavy,43.7,57.9,1,1,Heavy,1
2967,2025-07-03,8,Newcastle,Heavy,19.2,36.8,1,1,Heavy,1
2968,2025-07-03,8,Canberra,Heavy,19.2,74.2,2,1,Light,1
2969,2025-07-03,8,Sunshine Coast,Heavy,22.4,34.7,2,0,Light,1
2970,2025-07-03,8,Wollongong,Heavy,16.3,73.2,1,0,Light,1
2971,2025-07-03,9,Sydney,Heavy,28.4,42.5,3,1,Light,1
2972,2025-07-03,9,Melbourne,Heavy,23.2,74.4,3,0,None,1
2973,2025-07-03,9,Brisbane,Heavy,39.2,68.1,0,0,Light,1
2974,2025-07-03,9,Perth,Heavy,42.3,59.6,2,0,Light,1
2975,2025-07-03,9,Adelaide,Heavy,44.4,41.4,3,1,Light,1
2976,2025-07-03,9,Gold Coast,Heavy,35.9,33.7,0,0,Heavy,1
2977,2025-07-03,9,Newcastle,Severe,33.5,22.2,0,0,Light,1
2978,2025-07-03,9,Canberra,Heavy,28.2,42.1,0,1,Moderate,1
2979,2025-07-03,9,Sunshine Coast,Heavy,38.1,55.6,2,1,Moderate,1
2980,2025-07-03,9,Wollongong,Heavy,44.9,74.2,3,0,Heavy,1
2981,2025-07-03,10,Sydney,Light,5.6,29.8,1,0,Moderate,0
2982,2025-07-03,10,Melbourne,Light,2.0,60.4,2,1,Light,0
2983,2025-07-03,10,Brisbane,Light,3.4,33.9,1,0,None,0
2984,2025-07-03,10,Perth,Moderate,9.7,39.8,0,0,Heavy,0
2985,2025-07-03,10,Adelaide,Light,9.4,61.7,3,1,Moderate,0
2986,2025-07-03,10,Gold Coast,Moderate,0.3,48.7,3,0,Moderate,0
2987,2025-07-03,10,Newcastle,Moderate,0.9,52.4,1,0,Light,0
2988,2025-07-03,10,Canberra,Light,1.7,57.9,2,1,None,0
2989,2025-07-03,10,Sunshine Coast,Light,3.4,53.1,0,0,Light,0
2990,2025-07-03,10,Wollongong,Moderate,0.8,73.7,3,0,Light,0
2991,2025-07-03,11,Sydney,Light,6.6,59.3,1,0,None,0
2992,2025-07-03,11,Melbourne,Moderate,4.6,77.8,1,0,Heavy,0
2993,2025-07-03,11,Brisbane,Moderate,0.4,68.0,3,1,Heavy,0
2994,2025-07-03,11,Perth,Light,7.5,21.0,3,1,Heavy,0
2995,2025-07-03,11,Adelaide,Moderate,9.2,64.9,3,1,Heavy,0
2996,2025-07-03,11,Gold Coast,Light,1.0,30.1,2,0,None,0
2997,2025-07-03,11,Newcastle,Moderate,1.3,76.2,2,0,Light,0
2998,2025-07-03,11,Canberra,Light,8.2,34.7,3,1,Light,0
2999,2025-07-03,11,Sunshine Coast,Light,7.2,56.4,3,0,Light,0
3000,2025-07-03,11,Wollongong,Light,9.3,70.6,0,1,Moderate,0
3001,2025-07-03,12,Sydney,Moderate,2.0,34.2,3,0,None,0
3002,2025-07-03,12,Melbourne,Moderate,3.8,38.5,0,0,Moderate,0
3003,2025-07-03,12,Brisbane,Light,7.5,37.6,2,1,Moderate,0
3004,2025-07-03,12,Perth,Moderate,1.5,57.3,2,1,Light,0
3005,2025-07-03,12,Adelaide,Light,0.2,51.6,0,1,Heavy,0
3006,2025-07-03,12,Gold Coast,Light,1.9,45.0,0,1,Light,0
3007,2025-07-03,12,Newcastle,Moderate,0.8,61.7,2,1,Light,0
3008,2025-07-03,12,Canberra,Light,8.9,21.3,2,0,Light,0
3009,2025-07-03,12,Sunshine Coast,Light,1.6,62.2,2,1,Light,0
3010,2025-07-03,12,Wollongong,Light,8.3,28.7,3,0,Heavy,0
3011,2025-07-03,13,Sydney,Light,0.9,59.8,3,0,Light,0
3012,2025-07-03,13,Melbourne,Moderate,1.7,27.6,0,0,None,0
3013,2025-07-03,13,Brisbane,Moderate,7.6,20.3,3,0,Heavy,0
3014,2025-07-03,13,Perth,Moderate,3.0,48.9,0,1,Light,0
3015,2025-07-03,13,Adelaide,Moderate,5.8,60.4,3,1,Heavy,0
3016,2025-07-03,13,Gold Coast,Moderate,2.4,78.3,0,1,Moderate,0
3017,2025-07-03,13,Newcastle,Light,6.0,71.5,2,0,Light,0
3018,2025-07-03,13,Canberra,Moderate,3.8,64.6,1,0,Heavy,0
3019,2025-07-03,13,Sunshine Coast,Light,8.9,48.9,1,1,None,0
3020,2025-07-03,13,Wollongong,Light,3.8,29.1,1,0,Heavy,0
3021,2025-07-03,14,Sydney,Moderate,3.7,54.9,2,1,Moderate,0
3022,2025-07-03,14,Melbourne,Light,0.8,76.0,2,0,Heavy,0
3023,2025-07-03,14,Brisbane,Light,9.9,43.9,3,1,Heavy,0
3024,2025-07-03,14,Perth,Light,0.3,49.1,3,0,Light,0
3025,2025-07-03,14,Adelaide,Moderate,6.6,48.9,2,0,Heavy,0
3026,2025-07-03,14,Gold Coast,Light,1.2,69.5,0,0,None,0
3027,2025-07-03,14,Newcastle,Light,5.7,69.4,1,0,Light,0
3028,2025-07-03,14,Canberra,Moderate,2.3,79.2,2,1,Light,0
3029,2025-07-03,14,Sunshine Coast,Light,9.8,28.5,1,0,Moderate,0
3030,2025-07-03,14,Wollongong,Moderate,1.3,45.1,0,0,None,0
3031,2025-07-03,15,Sydney,Light,2.7,68.0,1,0,Moderate,0
3032,2025-07-03,15,Melbourne,Light,3.9,40.2,3,1,Heavy,0
3033,2025-07-03,15,Brisbane,Light,7.6,26.5,1,1,None,0
3034,2025-07-03,15,Perth,Light,2.4,30.3,0,1,Light,0
3035,2025-07-03,15,Adelaide,Moderate,5.4,50.7,1,0,Light,0
3036,2025-07-03,15,Gold Coast,Moderate,4.4,44.7,3,1,None,0
3037,2025-07-03,15,Newcastle,Moderate,1.5,69.8,3,1,Moderate,0
3038,2025-07-03,15,Canberra,Light,6.3,46.7,3,1,None,0
3039,2025-07-03,15,Sunshine Coast,Light,4.9,68.1,3,1,Heavy,0
3040,2025-07-03,15,Wollongong,Light,3.0,45.7,1,1,Moderate,0
3041,2025-07-03,16,Sydney,Light,8.9,78.2,1,0,Heavy,0
3042,2025-07-03,16,Melbourne,Moderate,4.5,37.8,2,0,Moderate,0
3043,2025-07-03,16,Brisbane,Moderate,8.0,48.1,1,1,Moderate,0
3044,2025-07-03,16,Perth,Moderate,6.7,79.8,0,0,None,0
3045,2025-07-03,16,Adelaide,Light,6.6,50.7,2,0,None,0
3046,2025-07-03,16,Gold Coast,Light,1.3,35.8,0,1,Heavy,0
3047,2025-07-03,16,Newcastle,Moderate,2.3,72.5,1,0,Heavy,0
3048,2025-07-03,16,Canberra,Moderate,9.8,68.6,3,0,Heavy,0
3049,2025-07-03,16,Sunshine Coast,Moderate,4.5,53.0,0,0,Light,0
3050,2025-07-03,16,Wollongong,Moderate,0.5,22.3,1,0,None,0
3051,2025-07-03,17,Sydney,Severe,29.6,53.9,0,0,None,1
3052,2025-07-03,17,Melbourne,Heavy,17.7,41.6,1,0,Light,1
3053,2025-07-03,17,Brisbane,Heavy,24.3,71.3,2,1,Moderate,1
3054,2025-07-03,17,Perth,Heavy,39.0,70.0,3,0,None,1
3055,2025-07-03,17,Adelaide,Heavy,21.0,55.7,2,1,Moderate,1
3056,2025-07-03,17,Gold Coast,Severe,16.6,43.3,3,1,Heavy,1
3057,2025-07-03,17,Newcastle,Heavy,33.4,61.0,0,1,Moderate,1
3058,2025-07-03,17,Canberra,Heavy,25.4,27.9,3,1,Moderate,1
3059,2025-07-03,17,Sunshine Coast,Severe,40.2,48.9,2,0,None,1
3060,2025-07-03,17,Wollongong,Severe,18.6,28.7,3,1,Heavy,1
3061,2025-07-03,18,Sydney,Severe,38.0,20.4,2,1,Moderate,1
3062,2025-07-03,18,Melbourne,Heavy,34.1,32.3,2,1,Heavy,1
3063,2025-07-03,18,Brisbane,Heavy,21.2,71.7,0,0,Light,1
3064,2025-07-03,18,Perth,Severe,39.9,76.8,1,0,Heavy,1
3065,2025-07-03,18,Adelaide,Heavy,26.8,20.3,3,1,None,1
3066,2025-07-03,18,Gold Coast,Heavy,39.1,57.8,0,1,Light,1
3067,2025-07-03,18,Newcastle,Heavy,42.0,45.2,0,0,None,1
3068,2025-07-03,18,Canberra,Heavy,33.3,46.5,0,1,None,1
3069,2025-07-03,18,Sunshine Coast,Heavy,26.5,45.9,0,1,Moderate,1
3070,2025-07-03,18,Wollongong,Heavy,22.1,23.9,2,0,Moderate,1
3071,2025-07-03,19,Sydney,Heavy,36.3,24.1,3,0,Moderate,1
3072,2025-07-03,19,Melbourne,Heavy,20.6,53.6,1,1,Light,1
3073,2025-07-03,19,Brisbane,Heavy,24.7,75.1,3,1,None,1
3074,2025-07-03,19,Perth,Heavy,22.8,40.7,0,0,Heavy,1
3075,2025-07-03,19,Adelaide,Heavy,22.0,34.0,0,0,Heavy,1
3076,2025-07-03,19,Gold Coast,Severe,17.3,45.0,1,0,Light,1
3077,2025-07-03,19,Newcastle,Severe,41.0,34.9,1,1,Moderate,1
3078,2025-07-03,19,Canberra,Severe,20.2,21.9,1,0,Light,1
3079,2025-07-03,19,Sunshine Coast,Severe,26.6,36.6,2,0,Heavy,1
3080,2025-07-03,19,Wollongong,Heavy,44.2,44.9,0,1,Light,1
3081,2025-07-03,20,Sydney,Light,2.1,26.8,0,1,Heavy,0
3082,2025-07-03,20,Melbourne,Light,3.3,21.1,3,1,None,0
3083,2025-07-03,20,Brisbane,Light,3.5,56.6,0,1,None,0
3084,2025-07-03,20,Perth,Light,5.0,78.6,0,0,Moderate,0
3085,2025-07-03,20,Adelaide,Light,0.3,21.8,1,0,Moderate,0
3086,2025-07-03,20,Gold Coast,Moderate,2.9,62.0,0,1,Heavy,0
3087,2025-07-03,20,Newcastle,Light,2.0,41.0,3,1,None,0
3088,2025-07-03,20,Canberra,Moderate,4.0,66.5,0,0,None,0
3089,2025-07-03,20,Sunshine Coast,Light,3.7,57.2,3,1,Heavy,0
3090,2025-07-03,20,Wollongong,Light,1.6,53.4,0,0,Heavy,0
3091,2025-07-03,21,Sydney,Light,0.3,38.6,3,0,Moderate,0
3092,2025-07-03,21,Melbourne,Light,2.9,23.9,2,0,Heavy,0
3093,2025-07-03,21,Brisbane,Light,4.3,50.1,0,0,Heavy,0
3094,2025-07-03,21,Perth,Moderate,3.9,68.9,2,0,Light,0
3095,2025-07-03,21,Adelaide,Moderate,4.6,59.8,3,1,Heavy,0
3096,2025-07-03,21,Gold Coast,Light,2.6,73.2,1,1,None,0
3097,2025-07-03,21,Newcastle,Light,4.5,52.4,2,1,Heavy,0
3098,2025-07-03,21,Canberra,Light,1.7,53.0,0,0,Light,0
3099,2025-07-03,21,Sunshine Coast,Moderate,2.3,68.8,0,1,None,0
3100,2025-07-03,21,Wollongong,Light,0.5,26.6,1,0,Moderate,0
3101,2025-07-03,22,Sydney,Light,4.7,50.2,0,0,Heavy,0
3102,2025-07-03,22,Melbourne,Light,3.6,30.1,1,0,Light,0
3103,2025-07-03,22,Brisbane,Moderate,1.5,35.3,0,1,None,0
3104,2025-07-03,22,Perth,Light,0.8,40.3,1,0,Light,0
3105,2025-07-03,22,Adelaide,Light,1.7,28.0,1,0,None,0
3106,2025-07-03,22,Gold Coast,Light,0.9,33.5,0,1,Moderate,0
3107,2025-07-03,22,Newcastle,Light,4.5,61.5,0,1,Light,0
3108,2025-07-03,22,Canberra,Light,4.3,76.0,0,1,None,0
3109,2025-07-03,22,Sunshine Coast,Light,1.1,40.5,2,0,Light,0
3110,2025-07-03,22,Wollongong,Moderate,1.4,70.5,0,0,Light,0
3111,2025-07-03,23,Sydney,Light,3.5,75.2,2,0,None,0
3112,2025-07-03,23,Melbourne,Light,1.5,73.9,2,1,Heavy,0
3113,2025-07-03,23,Brisbane,Moderate,0.9,33.0,0,0,None,0
3114,2025-07-03,23,Perth,Moderate,0.5,53.7,3,0,Heavy,0
3115,2025-07-03,23,Adelaide,Light,3.0,57.6,1,0,Light,0
3116,2025-07-03,23,Gold Coast,Moderate,0.3,26.9,1,0,None,0
3117,2025-07-03,23,Newcastle,Light,2.7,22.1,3,0,Light,0
3118,2025-07-03,23,Canberra,Moderate,0.5,54.5,2,0,Heavy,0
3119,2025-07-03,23,Sunshine Coast,Light,0.4,76.1,0,1,Heavy,0
3120,2025-07-03,23,Wollongong,Moderate,1.8,23.4,2,1,Moderate,0
3121,2025-07-04,0,Sydney,Moderate,1.2,78.5,0,0,Light,0
3122,2025-07-04,0,Melbourne,Light,4.4,25.0,0,1,Light,0
3123,2025-07-04,0,Brisbane,Moderate,2.2,34.0,2,1,Light,0
3124,2025-07-04,0,Perth,Light,3.5,57.8,3,0,None,0
3125,2025-07-04,0,Adelaide,Light,3.0,26.7,2,0,None,0
3126,2025-07-04,0,Gold Coast,Light,2.9,54.0,1,0,None,0
3127,2025-07-04,0,Newcastle,Moderate,3.4,36.5,1,0,Moderate,0
3128,2025-07-04,0,Canberra,Light,4.3,57.5,3,0,Heavy,0
3129,2025-07-04,0,Sunshine Coast,Moderate,3.9,27.0,2,1,None,0
3130,2025-07-04,0,Wollongong,Light,0.5,21.2,1,0,Heavy,0
3131,2025-07-04,1,Sydney,Light,2.8,61.9,3,1,Moderate,0
3132,2025-07-04,1,Melbourne,Light,4.0,73.5,2,1,Heavy,0
3133,2025-07-04,1,Brisbane,Light,0.2,35.9,1,1,Moderate,0
3134,2025-07-04,1,Perth,Light,1.9,49.8,1,1,Light,0
3135,2025-07-04,1,Adelaide,Light,0.9,70.2,0,1,Light,0
3136,2025-07-04,1,Gold Coast,Light,3.5,27.3,0,1,None,0
3137,2025-07-04,1,Newcastle,Light,0.2,56.3,0,0,Light,0
3138,2025-07-04,1,Canberra,Moderate,4.1,51.4,3,0,Light,0
3139,2025-07-04,1,Sunshine Coast,Light,0.5,31.4,2,0,Heavy,0
3140,2025-07-04,1,Wollongong,Light,3.4,23.4,0,0,None,0
3141,2025-07-04,2,Sydney,Moderate,1.3,40.5,1,1,Moderate,0
3142,2025-07-04,2,Melbourne,Light,4.6,33.5,2,1,Light,0
3143,2025-07-04,2,Brisbane,Light,1.4,43.5,0,1,Heavy,0
3144,2025-07-04,2,Perth,Light,1.0,68.9,0,0,Light,0
3145,2025-07-04,2,Adelaide,Moderate,1.2,31.8,2,1,None,0
3146,2025-07-04,2,Gold Coast,Light,1.7,61.7,0,1,Heavy,0
3147,2025-07-04,2,Newcastle,Moderate,2.7,32.9,3,0,Heavy,0
3148,2025-07-04,2,Canberra,Light,3.5,62.9,3,1,Moderate,0
3149,2025-07-04,2,Sunshine Coast,Moderate,2.2,73.5,0,0,None,0
3150,2025-07-04,2,Wollongong,Moderate,5.0,72.0,3,1,Light,0
3151,2025-07-04,3,Sydney,Light,2.2,24.2,0,0,Moderate,0
3152,2025-07-04,3,Melbourne,Light,3.1,60.8,2,0,Heavy,0
3153,2025-07-04,3,Brisbane,Light,1.4,35.1,0,1,Heavy,0
3154,2025-07-04,3,Perth,Moderate,2.1,71.7,2,0,Heavy,0
3155,2025-07-04,3,Adelaide,Moderate,1.8,39.9,1,0,Light,0
3156,2025-07-04,3,Gold Coast,Light,4.1,28.3,0,0,Light,0
3157,2025-07-04,3,Newcastle,Light,4.8,54.8,1,1,None,0
3158,2025-07-04,3,Canberra,Moderate,5.0,79.0,0,0,Light,0
3159,2025-07-04,3,Sunshine Coast,Moderate,3.4,54.3,0,1,Light,0
3160,2025-07-04,3,Wollongong,Light,2.9,23.7,2,0,None,0
3161,2025-07-04,4,Sydney,Light,2.4,63.6,0,0,Light,0
3162,2025-07-04,4,Melbourne,Light,2.8,69.1,0,0,Heavy,0
3163,2025-07-04,4,Brisbane,Moderate,4.2,47.1,1,1,None,0
3164,2025-07-04,4,Perth,Light,2.1,71.8,1,1,Heavy,0
3165,2025-07-04,4,Adelaide,Light,3.8,47.8,1,1,Moderate,0
3166,2025-07-04,4,Gold Coast,Light,1.9,56.4,0,1,Light,0
3167,2025-07-04,4,Newcastle,Light,3.8,73.8,1,0,Light,0
3168,2025-07-04,4,Canberra,Light,3.9,62.8,0,1,Moderate,0
3169,2025-07-04,4,Sunshine Coast,Moderate,2.0,30.7,3,0,Moderate,0
3170,2025-07-04,4,Wollongong,Light,2.2,43.2,2,1,Light,0
3171,2025-07-04,5,Sydney,Light,0.4,32.9,2,0,Moderate,0
3172,2025-07-04,5,Melbourne,Light,2.3,39.2,2,1,Light,0
3173,2025-07-04,5,Brisbane,Light,0.8,52.2,2,1,None,0
3174,2025-07-04,5,Perth,Light,2.5,33.2,1,0,None,0
3175,2025-07-04,5,Adelaide,Light,4.9,20.2,2,1,Heavy,0
3176,2025-07-04,5,Gold Coast,Moderate,0.2,28.0,0,0,Heavy,0
3177,2025-07-04,5,Newcastle,Light,3.0,26.1,3,0,Moderate,0
3178,2025-07-04,5,Canberra,Light,1.6,61.9,1,1,Heavy,0
3179,2025-07-04,5,Sunshine Coast,Light,0.4,64.1,1,1,Moderate,0
3180,2025-07-04,5,Wollongong,Light,2.3,64.0,1,1,None,0
3181,2025-07-04,6,Sydney,Moderate,4.1,31.2,2,0,Heavy,0
3182,2025-07-04,6,Melbourne,Moderate,3.9,70.4,1,1,Light,0
3183,2025-07-04,6,Brisbane,Light,4.9,58.5,3,0,None,0
3184,2025-07-04,6,Perth,Light,1.1,48.5,3,1,None,0
3185,2025-07-04,6,Adelaide,Light,3.9,62.2,3,0,Heavy,0
3186,2025-07-04,6,Gold Coast,Light,4.8,67.2,3,0,Heavy,0
3187,2025-07-04,6,Newcastle,Light,1.9,25.7,2,0,Heavy,0
3188,2025-07-04,6,Canberra,Light,0.9,59.8,2,1,None,0
3189,2025-07-04,6,Sunshine Coast,Light,1.1,29.7,0,0,Heavy,0
3190,2025-07-04,6,Wollongong,Light,3.6,28.4,2,0,Heavy,0
3191,2025-07-04,7,Sydney,Severe,43.7,56.4,3,0,Heavy,1
3192,2025-07-04,7,Melbourne,Heavy,38.9,48.5,2,0,Moderate,1
3193,2025-07-04,7,Brisbane,Heavy,29.6,44.8,0,1,Moderate,1
3194,2025-07-04,7,Perth,Heavy,24.0,40.9,0,0,None,1
3195,2025-07-04,7,Adelaide,Heavy,18.8,42.7,3,0,Heavy,1
3196,2025-07-04,7,Gold Coast,Heavy,23.1,57.1,3,1,None,1
3197,2025-07-04,7,Newcastle,Severe,35.7,51.6,1,1,None,1
3198,2025-07-04,7,Canberra,Severe,19.4,41.4,1,0,None,1
3199,2025-07-04,7,Sunshine Coast,Heavy,41.6,59.9,1,1,Heavy,1
3200,2025-07-04,7,Wollongong,Severe,23.0,27.1,0,0,Light,1
3201,2025-07-04,8,Sydney,Severe,26.7,79.7,0,0,Light,1
3202,2025-07-04,8,Melbourne,Heavy,24.5,59.5,2,0,Light,1
3203,2025-07-04,8,Brisbane,Severe,27.8,57.6,3,0,Light,1
3204,2025-07-04,8,Perth,Heavy,40.4,38.4,1,1,Heavy,1
3205,2025-07-04,8,Adelaide,Severe,28.3,21.7,2,0,Light,1
3206,2025-07-04,8,Gold Coast,Heavy,19.1,60.5,2,0,Moderate,1
3207,2025-07-04,8,Newcastle,Heavy,42.8,24.3,3,0,Heavy,1
3208,2025-07-04,8,Canberra,Heavy,22.8,51.7,2,1,None,1
3209,2025-07-04,8,Sunshine Coast,Heavy,26.5,79.4,0,0,None,1
3210,2025-07-04,8,Wollongong,Severe,27.0,43.6,0,0,Heavy,1
3211,2025-07-04,9,Sydney,Heavy,24.1,27.1,2,1,None,1
3212,2025-07-04,9,Melbourne,Heavy,16.6,59.4,0,1,None,1
3213,2025-07-04,9,Brisbane,Heavy,27.9,40.3,2,0,Light,1
3214,2025-07-04,9,Perth,Heavy,40.1,60.9,1,1,Light,1
3215,2025-07-04,9,Adelaide,Severe,29.2,21.3,2,0,Light,1
3216,2025-07-04,9,Gold Coast,Severe,36.6,20.6,1,1,Moderate,1
3217,2025-07-04,9,Newcastle,Severe,43.3,75.3,2,0,Heavy,1
3218,2025-07-04,9,Canberra,Severe,30.5,77.1,2,1,Moderate,1
3219,2025-07-04,9,Sunshine Coast,Heavy,40.4,23.3,1,0,None,1
3220,2025-07-04,9,Wollongong,Heavy,38.8,22.6,2,1,Moderate,1
3221,2025-07-04,10,Sydney,Light,0.2,47.0,2,0,Moderate,0
3222,2025-07-04,10,Melbourne,Light,5.0,39.1,1,1,None,0
3223,2025-07-04,10,Brisbane,Moderate,5.0,36.4,0,1,Moderate,0
3224,2025-07-04,10,Perth,Moderate,0.2,39.9,3,1,Moderate,0
3225,2025-07-04,10,Adelaide,Light,6.3,71.9,1,0,Moderate,0
3226,2025-07-04,10,Gold Coast,Light,1.2,43.7,1,1,None,0
3227,2025-07-04,10,Newcastle,Moderate,7.7,44.0,2,1,None,0
3228,2025-07-04,10,Canberra,Light,0.7,76.5,3,0,None,0
3229,2025-07-04,10,Sunshine Coast,Moderate,7.1,29.1,2,1,Heavy,0
3230,2025-07-04,10,Wollongong,Moderate,6.2,45.2,1,1,Light,0
3231,2025-07-04,11,Sydney,Moderate,9.0,63.7,0,1,None,0
3232,2025-07-04,11,Melbourne,Moderate,5.2,64.2,3,1,Heavy,0
