utilization_id,vehicle_id,date,total_shipments,total_weight_kg,total_volume_m3,total_distance_km,total_revenue,total_cost,capacity_utilization_pct,volume_utilization_pct,distance_utilization_km,revenue_per_km,cost_per_km,profit_per_km,utilization_score,efficiency_rating,maintenance_required
581,VH0112,2025-06-30,1,13208.5,10.8,92.8,318.81,230.7,35.1,2.9,92.8,3.44,2.49,0.95,19.0,Excellent,False
582,VH0115,2025-06-30,1,6748.0,3.09,152.5,748.44,293.08,30.8,1.4,152.5,4.91,1.92,2.99,16.1,Average,False
583,VH0116,2025-06-30,1,1453.6,10.38,147.1,296.97,224.08,10.8,7.7,147.1,2.02,1.52,0.5,9.3,Average,False
584,VH0119,2025-06-30,2,11721.8,31.57,272.9,1253.75,526.81,30.6,8.2,272.9,4.59,1.93,2.66,19.4,Good,False
585,VH0126,2025-06-30,1,27910.2,0.59,152.5,335.74,109.07,71.6,0.2,152.5,2.2,0.72,1.49,35.9,Average,False
586,VH0127,2025-06-30,1,5877.6,13.67,207.1,699.98,212.35,46.4,10.8,207.1,3.38,1.03,2.35,28.6,Excellent,False
587,VH0128,2025-06-30,1,771.3,13.62,149.1,341.25,159.92,15.4,27.2,149.1,2.29,1.07,1.22,21.3,Average,False
588,VH0136,2025-06-30,1,90.0,10.62,91.8,155.95,119.48,4.1,48.2,91.8,1.7,1.3,0.4,26.1,Poor,False
589,VH0144,2025-06-30,1,1973.7,10.23,82.3,364.62,278.96,27.9,14.5,82.3,4.43,3.39,1.04,21.2,Poor,False
590,VH0145,2025-06-30,1,18300.6,14.63,253.0,644.02,258.32,76.0,6.1,253.0,2.55,1.02,1.52,41.0,Good,False
591,VH0157,2025-06-30,1,366.1,9.8,159.6,165.8,288.83,2.6,7.0,159.6,1.04,1.81,-0.77,4.8,Poor,False
592,VH0161,2025-06-30,2,2174.8,17.5,393.3,544.68,266.15,122.3,98.4,393.3,1.38,0.68,0.71,110.4,Poor,False
593,VH0164,2025-06-30,1,8772.4,16.96,92.8,772.8,131.35,51.7,10.0,92.8,8.33,1.42,6.91,30.9,Good,False
594,VH0165,2025-06-30,1,6011.7,19.97,40.9,729.39,204.81,28.2,9.4,40.9,17.83,5.01,12.83,18.8,Good,False
595,VH0169,2025-06-30,2,5118.5,20.58,207.2,1023.01,531.95,109.2,43.9,207.2,4.94,2.57,2.37,76.6,Average,False
596,VH0171,2025-06-30,1,8680.8,11.74,149.6,386.85,98.82,33.6,4.5,149.6,2.59,0.66,1.93,19.1,Poor,True
597,VH0174,2025-06-30,1,26833.4,5.56,155.2,354.48,312.33,74.4,1.5,155.2,2.28,2.01,0.27,38.0,Poor,False
598,VH0179,2025-06-30,1,17355.4,18.87,166.7,575.23,327.58,62.0,6.7,166.7,3.45,1.97,1.49,34.4,Excellent,True
599,VH0182,2025-06-30,1,4422.7,9.19,145.6,722.59,79.42,54.0,11.2,145.6,4.96,0.55,4.42,32.6,Excellent,False
600,VH0008,2025-07-01,1,5694.0,18.33,197.3,112.18,325.93,46.7,15.0,197.3,0.57,1.65,-1.08,30.8,Good,False
601,VH0011,2025-07-01,2,22333.9,24.4,163.7,566.39,579.52,64.3,7.0,163.7,3.46,3.54,-0.08,35.7,Average,False
602,VH0013,2025-07-01,1,3895.4,17.56,210.0,418.8,368.04,49.4,22.3,210.0,1.99,1.75,0.24,35.8,Good,False
603,VH0020,2025-07-01,1,12485.0,16.09,128.3,502.3,316.26,56.8,7.3,128.3,3.92,2.47,1.45,32.1,Excellent,False
604,VH0031,2025-07-01,1,19495.1,15.18,118.6,736.01,96.84,57.6,4.5,118.6,6.21,0.82,5.39,31.1,Excellent,False
605,VH0033,2025-07-01,1,415.8,6.69,93.7,392.64,243.25,8.0,12.9,93.7,4.19,2.6,1.59,10.5,Good,False
606,VH0038,2025-07-01,1,1831.1,11.34,93.7,556.42,123.22,6.3,3.9,93.7,5.94,1.32,4.62,5.1,Average,False
607,VH0042,2025-07-01,1,20899.4,1.99,174.0,337.38,183.64,65.6,0.6,174.0,1.94,1.06,0.88,33.1,Average,False
608,VH0045,2025-07-01,1,4863.0,16.74,117.9,735.3,169.93,46.8,16.1,117.9,6.24,1.44,4.8,31.4,Poor,False
609,VH0050,2025-07-01,2,15545.8,26.9,263.4,1319.34,365.96,116.2,20.1,263.4,5.01,1.39,3.62,68.2,Average,False
610,VH0051,2025-07-01,1,8593.9,17.64,199.8,439.33,276.22,44.6,9.2,199.8,2.2,1.38,0.82,26.9,Excellent,False
611,VH0052,2025-07-01,1,3648.1,1.56,159.3,464.74,303.25,68.0,2.9,159.3,2.92,1.9,1.01,35.5,Poor,False
612,VH0057,2025-07-01,1,362.4,8.97,163.3,534.1,149.96,20.9,51.8,163.3,3.27,0.92,2.35,36.4,Excellent,False
613,VH0067,2025-07-01,2,10185.9,25.23,344.8,947.83,298.89,38.2,9.5,344.8,2.75,0.87,1.88,23.8,Good,False
614,VH0070,2025-07-01,1,14843.7,16.48,120.5,405.7,195.28,68.4,7.6,120.5,3.37,1.62,1.75,38.0,Average,False
615,VH0074,2025-07-01,1,10942.7,16.45,163.0,330.22,162.21,34.0,5.1,163.0,2.03,1.0,1.03,19.6,Excellent,True
616,VH0079,2025-07-01,1,3962.0,13.86,163.3,592.15,176.79,31.4,11.0,163.3,3.63,1.08,2.54,21.2,Average,False
617,VH0080,2025-07-01,1,1169.0,10.16,85.1,547.22,203.65,45.0,39.1,85.1,6.43,2.39,4.04,42.1,Excellent,False
618,VH0090,2025-07-01,1,3572.0,17.65,195.2,350.69,252.73,30.9,15.3,195.2,1.8,1.29,0.5,23.1,Average,False
619,VH0093,2025-07-01,1,3128.6,2.86,255.2,583.38,223.8,52.2,4.8,255.2,2.29,0.88,1.41,28.5,Excellent,False
620,VH0099,2025-07-01,2,31252.2,18.2,277.7,674.73,401.43,93.4,5.4,277.7,2.43,1.45,0.98,49.4,Poor,False
621,VH0102,2025-07-01,1,56.8,12.99,73.5,263.38,266.7,0.2,4.3,73.5,3.58,3.63,-0.05,2.2,Poor,False
622,VH0103,2025-07-01,2,17726.1,31.57,301.5,700.57,314.59,68.1,12.1,301.5,2.32,1.04,1.28,40.1,Poor,False
623,VH0108,2025-07-01,1,16715.5,0.14,101.9,526.38,118.87,78.2,0.1,101.9,5.17,1.17,4.0,39.1,Poor,False
624,VH0109,2025-07-01,1,6739.9,13.32,164.6,327.58,230.87,48.1,9.5,164.6,1.99,1.4,0.59,28.8,Average,False
625,VH0114,2025-07-01,1,10421.3,8.57,189.7,463.51,178.29,55.8,4.6,189.7,2.44,0.94,1.5,30.2,Poor,False
626,VH0120,2025-07-01,1,203.4,15.97,219.5,354.15,247.02,1.3,10.4,219.5,1.61,1.13,0.49,5.8,Excellent,False
627,VH0121,2025-07-01,1,3858.7,3.26,152.4,524.5,294.28,26.2,2.2,152.4,3.44,1.93,1.51,14.2,Good,False
628,VH0123,2025-07-01,2,10958.1,9.51,214.6,657.33,603.94,84.0,7.3,214.6,3.06,2.81,0.25,45.6,Average,False
629,VH0124,2025-07-01,1,6629.3,3.04,228.2,268.8,148.8,31.2,1.4,228.2,1.18,0.65,0.53,16.3,Excellent,False
630,VH0132,2025-07-01,1,7771.9,1.36,143.7,416.63,263.28,23.8,0.4,143.7,2.9,1.83,1.07,12.1,Excellent,False
631,VH0133,2025-07-01,1,2275.7,8.28,82.3,543.02,209.81,6.7,2.4,82.3,6.6,2.55,4.05,4.5,Excellent,False
632,VH0138,2025-07-01,1,7266.8,8.44,133.3,177.04,224.95,31.9,3.7,133.3,1.33,1.69,-0.36,17.8,Good,False
633,VH0142,2025-07-01,1,1488.0,0.69,109.5,735.79,219.01,66.8,3.1,109.5,6.72,2.0,4.72,34.9,Excellent,False
634,VH0143,2025-07-01,1,799.4,2.04,153.5,586.08,346.83,5.1,1.3,153.5,3.82,2.26,1.56,3.2,Good,True
635,VH0146,2025-07-01,2,1471.3,9.14,369.0,995.8,643.81,55.3,34.4,369.0,2.7,1.74,0.95,44.8,Good,False
636,VH0148,2025-07-01,1,11294.8,6.87,149.6,644.48,77.57,69.1,4.2,149.6,4.31,0.52,3.79,36.6,Good,False
637,VH0149,2025-07-01,1,3231.6,19.4,111.3,697.83,254.65,26.2,15.7,111.3,6.27,2.29,3.98,21.0,Average,False
638,VH0151,2025-07-01,2,49666.3,20.27,373.5,385.25,266.41,127.6,5.2,373.5,1.03,0.71,0.32,66.4,Good,False
639,VH0155,2025-07-01,1,154.9,9.58,128.3,484.43,98.58,1.1,7.0,128.3,3.78,0.77,3.01,4.1,Poor,True
640,VH0158,2025-07-01,1,4077.5,2.26,109.5,364.91,266.65,54.0,3.0,109.5,3.33,2.44,0.9,28.5,Poor,False
641,VH0161,2025-07-01,1,1326.9,1.94,195.2,705.02,299.68,74.6,10.9,195.2,3.61,1.54,2.08,42.8,Good,False
642,VH0162,2025-07-01,1,405.0,19.68,153.8,350.28,250.85,18.1,88.2,153.8,2.28,1.63,0.65,53.2,Poor,False
643,VH0164,2025-07-01,1,4946.4,11.77,155.2,303.75,220.14,29.2,6.9,155.2,1.96,1.42,0.54,18.1,Average,False
644,VH0165,2025-07-01,1,612.2,14.58,137.9,683.86,209.86,2.9,6.8,137.9,4.96,1.52,3.44,4.9,Average,False
645,VH0167,2025-07-01,1,7107.0,4.96,97.7,346.29,285.83,61.6,4.3,97.7,3.54,2.93,0.62,33.0,Average,False
646,VH0172,2025-07-01,1,182.4,13.57,91.8,318.89,177.39,10.2,75.8,91.8,3.47,1.93,1.54,43.0,Good,False
647,VH0175,2025-07-01,1,3149.8,0.69,216.5,706.4,366.94,22.4,0.5,216.5,3.26,1.69,1.57,11.4,Poor,False
648,VH0181,2025-07-01,1,1489.0,11.15,197.6,320.98,206.54,66.7,49.9,197.6,1.62,1.05,0.58,58.3,Average,False
649,VH0187,2025-07-01,1,885.5,5.65,152.4,566.86,172.74,24.5,15.6,152.4,3.72,1.13,2.59,20.1,Excellent,False
650,VH0189,2025-07-01,1,380.9,5.26,93.7,436.87,125.92,20.2,27.9,93.7,4.66,1.34,3.32,24.0,Excellent,False
651,VH0195,2025-07-01,1,7291.6,4.73,213.2,399.35,221.56,21.2,1.4,213.2,1.87,1.04,0.83,11.3,Poor,False
652,VH0196,2025-07-01,1,4126.5,8.37,91.8,509.81,283.62,14.4,2.9,91.8,5.55,3.09,2.46,8.6,Average,False
653,VH0199,2025-07-01,1,4182.3,6.5,93.7,602.19,326.48,59.1,9.2,93.7,6.43,3.48,2.94,34.2,Excellent,False
654,VH0001,2025-07-02,2,17598.0,24.3,259.6,1172.29,315.99,47.6,6.6,259.6,4.52,1.22,3.3,27.1,Excellent,True
655,VH0008,2025-07-02,2,10263.9,14.87,360.0,828.36,255.15,84.1,12.2,360.0,2.3,0.71,1.59,48.1,Good,False
656,VH0009,2025-07-02,1,1601.3,14.29,205.6,139.64,213.63,20.5,18.3,205.6,0.68,1.04,-0.36,19.4,Good,False
657,VH0012,2025-07-02,1,12130.2,5.79,112.8,281.45,152.9,77.5,3.7,112.8,2.5,1.36,1.14,40.6,Poor,False
658,VH0017,2025-07-02,1,205.8,6.0,47.0,649.3,155.45,16.3,47.5,47.0,13.81,3.31,10.51,31.9,Poor,False
659,VH0019,2025-07-02,1,1147.0,19.87,148.4,449.04,308.93,51.5,89.2,148.4,3.03,2.08,0.94,70.4,Excellent,False
660,VH0024,2025-07-02,1,4130.1,13.82,67.4,519.82,121.52,56.2,18.8,67.4,7.71,1.8,5.91,37.5,Excellent,False
661,VH0026,2025-07-02,1,11667.5,2.62,140.8,129.49,189.88,58.8,1.3,140.8,0.92,1.35,-0.43,30.0,Poor,False
662,VH0028,2025-07-02,2,13941.3,28.98,240.9,700.29,315.28,71.5,14.9,240.9,2.91,1.31,1.6,43.2,Excellent,False
663,VH0029,2025-07-02,2,2147.1,24.57,129.3,1331.82,344.5,25.8,29.6,129.3,10.3,2.66,7.64,27.7,Average,False
664,VH0030,2025-07-02,1,436.5,2.08,267.4,421.45,154.51,14.8,7.1,267.4,1.58,0.58,1.0,10.9,Excellent,True
665,VH0031,2025-07-02,3,20677.8,33.52,439.1,1063.78,440.32,61.1,9.9,439.1,2.42,1.0,1.42,35.5,Excellent,False
666,VH0032,2025-07-02,1,3866.3,6.64,153.8,634.61,126.9,54.4,9.3,153.8,4.13,0.83,3.3,31.9,Excellent,False
667,VH0033,2025-07-02,1,1480.2,9.39,66.5,352.4,232.67,28.5,18.1,66.5,5.3,3.5,1.8,23.3,Poor,False
668,VH0041,2025-07-02,1,7372.2,12.68,97.7,164.73,189.98,41.2,7.1,97.7,1.69,1.94,-0.26,24.1,Poor,False
669,VH0044,2025-07-02,1,6223.8,7.83,104.4,179.31,137.54,26.6,3.3,104.4,1.72,1.32,0.4,15.0,Excellent,False
670,VH0049,2025-07-02,2,34224.6,19.95,204.3,303.2,493.15,106.9,6.2,204.3,1.48,2.41,-0.93,56.6,Poor,False
671,VH0053,2025-07-02,1,8023.8,18.71,210.1,702.86,227.38,40.5,9.4,210.1,3.35,1.08,2.26,24.9,Average,True
672,VH0054,2025-07-02,1,18754.1,15.17,66.5,748.75,203.37,68.4,5.5,66.5,11.26,3.06,8.2,37.0,Good,False
673,VH0055,2025-07-02,1,991.7,8.25,125.4,387.0,176.62,23.2,19.3,125.4,3.09,1.41,1.68,21.2,Poor,False
674,VH0058,2025-07-02,1,962.7,7.55,159.2,269.4,227.85,8.5,6.7,159.2,1.69,1.43,0.26,7.6,Good,False
675,VH0059,2025-07-02,2,1939.7,13.65,250.2,688.87,514.9,89.8,63.2,250.2,2.75,2.06,0.7,76.5,Poor,False
676,VH0062,2025-07-02,1,16279.7,12.6,88.1,241.53,76.81,73.2,5.7,88.1,2.74,0.87,1.87,39.4,Poor,False
677,VH0063,2025-07-02,2,3174.8,15.63,302.7,360.7,382.73,122.5,60.3,302.7,1.19,1.26,-0.07,91.4,Excellent,False
678,VH0064,2025-07-02,2,16087.9,13.69,351.4,1045.6,373.65,48.1,4.1,351.4,2.98,1.06,1.91,26.1,Poor,False
679,VH0065,2025-07-02,2,8036.9,37.05,321.9,448.73,612.12,44.7,20.6,321.9,1.39,1.9,-0.51,32.6,Good,False
680,VH0066,2025-07-02,2,10339.9,22.29,347.2,823.58,415.39,88.9,19.2,347.2,2.37,1.2,1.18,54.0,Average,False
681,VH0067,2025-07-02,1,18099.3,12.56,215.5,417.44,289.9,67.8,4.7,215.5,1.94,1.35,0.59,36.3,Poor,False
682,VH0069,2025-07-02,2,5837.1,23.34,308.3,775.52,505.39,63.5,25.4,308.3,2.52,1.64,0.88,44.5,Good,False
683,VH0070,2025-07-02,1,13228.0,11.21,103.7,675.48,327.37,61.0,5.2,103.7,6.51,3.16,3.36,33.1,Excellent,False
684,VH0072,2025-07-02,1,14975.9,3.98,259.1,656.14,285.2,38.4,1.0,259.1,2.53,1.1,1.43,19.7,Good,False
685,VH0073,2025-07-02,1,1445.5,5.91,171.0,731.28,181.95,60.0,24.5,171.0,4.28,1.06,3.21,42.3,Poor,False
686,VH0074,2025-07-02,1,23605.8,13.34,245.7,616.91,134.25,73.4,4.1,245.7,2.51,0.55,1.96,38.8,Good,False
687,VH0076,2025-07-02,1,2431.9,5.81,172.7,131.6,265.71,26.6,6.3,172.7,0.76,1.54,-0.78,16.5,Poor,False
688,VH0081,2025-07-02,1,5051.5,11.95,188.6,624.01,230.45,77.4,18.3,188.6,3.31,1.22,2.09,47.8,Good,True
689,VH0093,2025-07-02,2,4049.7,12.75,406.4,867.05,589.64,67.6,21.3,406.4,2.13,1.45,0.68,44.4,Poor,False
690,VH0098,2025-07-02,1,1069.5,3.66,92.8,421.41,200.89,67.8,23.2,92.8,4.54,2.16,2.38,45.5,Poor,False
691,VH0102,2025-07-02,1,6509.4,7.75,101.9,692.73,290.77,21.3,2.5,101.9,6.8,2.85,3.94,11.9,Poor,False
692,VH0104,2025-07-02,1,20964.9,16.66,125.4,481.35,109.44,77.4,6.2,125.4,3.84,0.87,2.97,41.8,Good,False
693,VH0105,2025-07-02,1,3901.4,2.89,155.2,610.5,233.69,21.4,1.6,155.2,3.93,1.51,2.43,11.5,Good,False
694,VH0106,2025-07-02,1,5365.5,15.72,163.3,469.1,141.4,20.8,6.1,163.3,2.87,0.87,2.01,13.5,Good,False
695,VH0108,2025-07-02,2,22695.4,31.28,338.1,868.22,510.7,106.1,14.6,338.1,2.57,1.51,1.06,60.4,Poor,False
696,VH0109,2025-07-02,1,7825.6,11.13,82.5,339.99,278.17,55.9,7.9,82.5,4.12,3.37,0.75,31.9,Poor,False
697,VH0111,2025-07-02,1,3315.5,13.88,267.4,736.29,362.91,13.5,5.6,267.4,2.75,1.36,1.4,9.6,Excellent,False
698,VH0112,2025-07-02,1,19430.6,18.49,81.4,612.89,165.4,51.6,4.9,81.4,7.53,2.03,5.5,28.3,Excellent,False
699,VH0119,2025-07-02,1,8142.4,5.43,81.4,493.59,311.83,21.2,1.4,81.4,6.06,3.83,2.23,11.3,Poor,False
700,VH0121,2025-07-02,1,467.3,7.76,189.0,737.45,269.71,3.2,5.3,189.0,3.9,1.43,2.47,4.2,Excellent,False
701,VH0122,2025-07-02,3,9408.9,34.83,489.2,1369.41,734.4,96.8,35.9,489.2,2.8,1.5,1.3,66.4,Average,True
702,VH0123,2025-07-02,1,5136.9,0.92,149.6,461.44,92.8,39.4,0.7,149.6,3.08,0.62,2.46,20.0,Poor,False
703,VH0124,2025-07-02,1,1995.9,19.83,180.4,280.58,178.88,9.4,9.3,180.4,1.56,0.99,0.56,9.4,Excellent,False
704,VH0125,2025-07-02,3,1745.5,16.47,555.5,940.77,515.75,125.8,118.7,555.5,1.69,0.93,0.77,122.2,Good,False
705,VH0127,2025-07-02,1,10050.0,7.52,148.4,296.25,142.76,79.3,5.9,148.4,2.0,0.96,1.03,42.6,Excellent,False
706,VH0128,2025-07-02,1,1886.0,18.83,95.3,461.21,302.47,37.7,37.6,95.3,4.84,3.17,1.67,37.6,Good,False
707,VH0129,2025-07-02,1,15040.6,9.61,216.5,695.26,219.82,62.6,4.0,216.5,3.21,1.02,2.2,33.3,Poor,False
708,VH0130,2025-07-02,1,3413.3,7.61,121.0,500.03,254.01,23.4,5.2,121.0,4.13,2.1,2.03,14.3,Good,False
709,VH0131,2025-07-02,2,4962.1,14.33,395.4,583.04,381.07,64.1,18.5,395.4,1.47,0.96,0.51,41.3,Good,False
710,VH0134,2025-07-02,1,15059.2,10.33,255.2,574.3,161.48,37.9,2.6,255.2,2.25,0.63,1.62,20.3,Excellent,False
711,VH0136,2025-07-02,1,1030.2,3.43,219.4,634.78,310.03,46.8,15.6,219.4,2.89,1.41,1.48,31.2,Good,False
712,VH0137,2025-07-02,1,561.0,5.97,163.0,538.3,105.22,17.3,18.4,163.0,3.3,0.65,2.66,17.9,Good,False
713,VH0138,2025-07-02,2,11072.3,13.24,426.5,1249.1,500.8,48.6,5.8,426.5,2.93,1.17,1.75,27.2,Poor,False
714,VH0142,2025-07-02,1,898.0,11.64,207.1,516.58,142.02,40.3,52.2,207.1,2.49,0.69,1.81,46.3,Excellent,False
715,VH0143,2025-07-02,1,5254.5,11.7,188.6,169.21,161.3,33.6,7.5,188.6,0.9,0.86,0.04,20.5,Poor,False
716,VH0145,2025-07-02,1,6496.5,6.75,189.0,125.45,183.45,27.0,2.8,189.0,0.66,0.97,-0.31,14.9,Poor,False
717,VH0146,2025-07-02,1,340.1,4.81,245.7,682.31,267.55,12.8,18.1,245.7,2.78,1.09,1.69,15.4,Poor,False
718,VH0147,2025-07-02,1,6912.5,7.89,228.2,155.89,339.35,22.0,2.5,228.2,0.68,1.49,-0.8,12.2,Good,False
719,VH0150,2025-07-02,1,8360.5,6.89,189.7,567.84,214.07,67.6,5.6,189.7,2.99,1.13,1.86,36.6,Good,False
720,VH0151,2025-07-02,1,28484.3,4.37,133.2,657.18,238.9,73.2,1.1,133.2,4.93,1.79,3.14,37.2,Good,False
721,VH0154,2025-07-02,1,198.9,18.62,164.6,183.26,280.93,4.0,37.1,164.6,1.11,1.71,-0.59,20.5,Good,False
722,VH0156,2025-07-02,1,8692.9,17.51,122.9,755.4,213.6,38.9,7.8,122.9,6.15,1.74,4.41,23.4,Poor,False
723,VH0158,2025-07-02,1,996.0,19.23,128.3,632.44,317.64,13.2,25.5,128.3,4.93,2.48,2.45,19.3,Excellent,False
724,VH0162,2025-07-02,2,1756.8,16.08,283.0,796.25,239.6,78.7,72.0,283.0,2.81,0.85,1.97,75.4,Average,False
725,VH0164,2025-07-02,3,28636.4,26.92,497.1,1047.52,590.2,168.8,15.9,497.1,2.11,1.19,0.92,92.4,Good,False
726,VH0166,2025-07-02,2,2780.9,22.24,174.2,1028.01,356.8,37.6,30.1,174.2,5.9,2.05,3.85,33.8,Poor,False
727,VH0167,2025-07-02,1,743.6,14.11,132.0,368.36,224.12,6.4,12.2,132.0,2.79,1.7,1.09,9.3,Good,False
728,VH0168,2025-07-02,1,3441.4,1.84,140.8,505.73,307.85,30.4,1.6,140.8,3.59,2.19,1.41,16.0,Good,False
729,VH0171,2025-07-02,2,18284.0,20.57,320.0,981.2,600.07,70.8,8.0,320.0,3.07,1.88,1.19,39.4,Excellent,True
730,VH0173,2025-07-02,1,2143.1,8.58,169.9,322.74,148.04,33.6,13.5,169.9,1.9,0.87,1.03,23.6,Excellent,False
731,VH0177,2025-07-02,1,1998.1,8.91,199.3,382.02,323.27,5.7,2.5,199.3,1.92,1.62,0.29,4.1,Excellent,False
732,VH0182,2025-07-02,1,2596.1,16.29,174.0,649.43,306.58,31.7,19.9,174.0,3.73,1.76,1.97,25.8,Excellent,False
733,VH0184,2025-07-02,1,8692.6,13.43,197.6,500.23,298.57,40.7,6.3,197.6,2.53,1.51,1.02,23.5,Poor,False
734,VH0188,2025-07-02,2,10780.1,12.29,328.5,1300.18,477.59,64.4,7.3,328.5,3.96,1.45,2.5,35.9,Average,False
735,VH0196,2025-07-02,1,2621.6,14.54,162.0,254.72,241.06,9.1,5.1,162.0,1.57,1.49,0.08,7.1,Poor,False
736,VH0197,2025-07-02,1,12650.2,1.86,177.0,142.4,330.34,56.0,0.8,177.0,0.8,1.87,-1.06,28.4,Average,False
737,VH0200,2025-07-02,1,8752.0,19.32,243.1,231.62,144.93,49.7,11.0,243.1,0.95,0.6,0.36,30.3,Average,False
738,VH0005,2025-07-03,1,823.4,12.05,60.9,442.0,288.97,14.7,21.6,60.9,7.26,4.74,2.51,18.2,Average,False
739,VH0007,2025-07-03,2,21476.6,22.1,381.7,1188.95,478.88,75.5,7.8,381.7,3.11,1.25,1.86,41.6,Excellent,False
740,VH0013,2025-07-03,1,5556.2,0.91,180.4,338.43,169.99,70.4,1.2,180.4,1.88,0.94,0.93,35.8,Poor,False
741,VH0019,2025-07-03,1,860.2,5.44,142.7,263.71,161.34,38.6,24.4,142.7,1.85,1.13,0.72,31.5,Good,False
742,VH0020,2025-07-03,1,4742.0,6.73,121.0,598.96,136.33,21.6,3.1,121.0,4.95,1.13,3.82,12.3,Excellent,False
743,VH0022,2025-07-03,1,481.8,19.18,139.5,561.9,236.57,3.8,15.1,139.5,4.03,1.7,2.33,9.4,Good,False
744,VH0031,2025-07-03,1,13382.5,15.86,219.2,267.12,141.29,39.6,4.7,219.2,1.22,0.64,0.57,22.1,Good,False
745,VH0032,2025-07-03,1,2158.4,19.55,66.5,799.36,92.29,30.4,27.5,66.5,12.02,1.39,10.63,28.9,Good,False
746,VH0033,2025-07-03,1,862.7,15.86,117.8,769.54,218.17,16.6,30.6,117.8,6.53,1.85,4.68,23.6,Poor,False
747,VH0036,2025-07-03,1,19818.9,15.99,117.1,479.88,185.22,56.1,4.5,117.1,4.1,1.58,2.52,30.3,Excellent,False
748,VH0039,2025-07-03,1,6827.1,14.76,172.7,359.03,325.86,73.4,15.9,172.7,2.08,1.89,0.19,44.6,Good,False
749,VH0046,2025-07-03,1,9758.5,7.45,47.0,527.3,115.99,58.0,4.4,47.0,11.22,2.47,8.75,31.2,Good,False
750,VH0049,2025-07-03,1,8512.1,7.12,132.0,556.12,182.41,26.6,2.2,132.0,4.21,1.38,2.83,14.4,Excellent,False
751,VH0054,2025-07-03,3,45944.9,21.83,631.1,1809.73,612.6,167.5,8.0,631.1,2.87,0.97,1.9,87.7,Good,False
752,VH0056,2025-07-03,1,3310.3,9.65,120.3,385.09,106.12,54.2,15.8,120.3,3.2,0.88,2.32,35.0,Excellent,False
753,VH0057,2025-07-03,1,72.3,19.68,199.8,351.56,147.42,4.2,113.8,199.8,1.76,0.74,1.02,59.0,Poor,False
754,VH0061,2025-07-03,1,4289.4,7.17,133.3,542.66,249.55,44.2,7.4,133.3,4.07,1.87,2.2,25.8,Excellent,False
755,VH0069,2025-07-03,1,3696.1,15.93,189.9,290.39,254.48,40.2,17.3,189.9,1.53,1.34,0.19,28.8,Average,False
756,VH0070,2025-07-03,1,9161.4,15.06,40.9,509.71,211.95,42.2,6.9,40.9,12.46,5.18,7.28,24.6,Excellent,False
757,VH0071,2025-07-03,2,7748.9,12.12,425.6,954.53,485.55,52.3,8.2,425.6,2.24,1.14,1.1,30.2,Average,False
758,VH0075,2025-07-03,1,1596.1,0.39,117.9,547.68,267.95,29.3,0.7,117.9,4.65,2.27,2.37,15.0,Excellent,False
759,VH0078,2025-07-03,1,286.2,17.55,148.4,264.06,97.25,23.0,141.1,148.4,1.78,0.66,1.12,82.0,Poor,False
760,VH0079,2025-07-03,1,4569.1,14.07,104.4,738.48,151.71,36.2,11.1,104.4,7.07,1.45,5.62,23.7,Good,False
761,VH0080,2025-07-03,1,359.3,0.51,153.8,105.51,336.35,13.8,2.0,153.8,0.69,2.19,-1.5,7.9,Average,False
762,VH0081,2025-07-03,2,5989.2,7.6,343.3,1227.87,369.27,91.7,11.6,343.3,3.58,1.08,2.5,51.7,Poor,False
763,VH0092,2025-07-03,1,197.6,8.13,212.9,516.26,155.25,7.5,30.8,212.9,2.42,0.73,1.7,19.1,Excellent,False
764,VH0093,2025-07-03,2,7108.5,16.36,214.7,1244.18,359.95,118.7,27.3,214.7,5.79,1.68,4.12,73.0,Poor,False
765,VH0095,2025-07-03,1,5485.4,19.09,90.3,284.54,174.93,19.7,6.9,90.3,3.15,1.94,1.21,13.3,Poor,False
766,VH0096,2025-07-03,3,23005.5,30.59,512.5,1417.8,426.32,103.6,13.8,512.5,2.77,0.83,1.93,58.7,Excellent,False
767,VH0097,2025-07-03,1,9336.9,17.89,197.6,492.01,142.87,28.4,5.4,197.6,2.49,0.72,1.77,16.9,Poor,False
768,VH0098,2025-07-03,1,327.0,2.94,228.7,379.37,159.69,20.7,18.6,228.7,1.66,0.7,0.96,19.7,Average,False
769,VH0100,2025-07-03,1,14224.7,3.62,153.5,565.03,178.71,78.0,2.0,153.5,3.68,1.16,2.52,40.0,Good,False
770,VH0102,2025-07-03,1,10978.2,13.06,189.0,318.67,313.12,36.0,4.3,189.0,1.69,1.66,0.03,20.1,Poor,False
771,VH0103,2025-07-03,1,14564.4,9.56,259.1,675.56,322.13,55.9,3.7,259.1,2.61,1.24,1.36,29.8,Poor,False
772,VH0105,2025-07-03,1,4315.0,14.89,120.5,332.72,234.59,23.7,8.2,120.5,2.76,1.95,0.81,16.0,Good,False
773,VH0108,2025-07-03,2,10782.7,18.88,392.1,1332.57,404.78,50.4,8.8,392.1,3.4,1.03,2.37,29.6,Poor,False
774,VH0110,2025-07-03,1,2513.9,16.7,145.6,458.44,96.19,58.4,38.8,145.6,3.15,0.66,2.49,48.6,Average,False
775,VH0111,2025-07-03,1,310.6,9.41,210.1,433.91,322.62,1.3,3.8,210.1,2.07,1.54,0.53,2.5,Average,False
