maintenance_id,vehicle_id,maintenance_type,maintenance_date,odometer_reading,description,parts_cost,labor_cost,total_cost,maintenance_provider,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,created_at,updated_at,_loaded_at
758,VH0057,Routine Service,2021-10-02,65471,Quidem a veritatis nam omnis explicabo dolores.,452.2646891665831,467.4304454418202,722.85,Willis-Watson,2022-03-10,369223,COMPLETED,2024-05-24 22:49:40.757257,2025-09-06 05:58:20.737442,2025-09-20 02:02:46.922798
759,VH0057,Routine Service,2022-09-08,434782,Soluta inventore commodi.,140.03093322594307,144.72657950381654,223.81,"Garcia, Howard and Santana",2022-11-12,75509,COMPLETED,2024-05-30 16:32:30.045020,2024-12-19 19:06:34.759189,2025-09-20 03:48:40.262016
760,VH0057,Transmission Service,2021-08-14,406320,Necessitatibus fuga perferendis qui molestias.,2394.2217547848054,2474.5070047096847,3826.66,Cook-Wong,2021-10-05,383932,COMPLETED,2025-04-26 19:28:48.482046,2025-01-15 19:53:17.144413,2025-09-20 18:28:05.066004
761,VH0057,Preventive Maintenance,2021-05-02,287628,Amet tempora saepe occaecati autem nemo consequuntur minus.,289.5094652710263,299.21756341542374,462.72,Payne-Walton,2021-06-23,292176,COMPLETED,2024-08-23 10:48:16.420029,2025-06-05 14:27:18.653064,2025-09-19 21:00:31.858763
762,VH0057,Electrical Repair,2022-12-26,245602,Velit laboriosam doloremque fugiat soluta error aperiam.,732.2952721786708,756.8512719845269,1170.42,"Bryant, Johnston and Graham",2023-04-21,103776,COMPLETED,2025-02-20 10:40:57.192961,2025-07-28 10:48:22.033672,2025-09-20 18:29:50.887813
763,VH0057,Transmission Service,2022-10-16,424863,Perferendis assumenda consectetur blanditiis.,1289.4846184293458,1332.724804789691,2060.97,King LLC,2023-01-15,456291,COMPLETED,2023-11-30 13:25:06.308258,2025-03-20 16:13:05.110702,2025-09-20 18:32:47.594868
764,VH0057,Body Work,2023-10-10,269962,Occaecati suscipit dolorem animi quas porro cupiditate eos.,1632.7265198982366,1687.4766099628011,2609.57,Gregory-Evans,2024-03-30,356007,COMPLETED,2025-01-10 06:39:19.185748,2025-02-15 13:00:40.065421,2025-09-19 20:10:56.211501
765,VH0057,Brake Service,2025-07-29,365697,Provident dolorem quas.,380.3690878217231,393.1239745478318,607.94,"Rodriguez, Simmons and Adams",2025-12-17,454593,COMPLETED,2024-09-27 19:55:52.582242,2025-07-06 01:38:22.291951,2025-09-19 20:57:12.011327
766,VH0057,Brake Service,2023-08-29,354518,Corporis molestiae libero tempora amet.,339.12500079141086,350.496852788788,542.02,"Jackson, Turner and Carlson",2023-10-07,478415,COMPLETED,2025-04-02 13:18:27.209742,2025-09-08 02:27:03.582975,2025-09-20 15:37:28.805381
767,VH0057,Engine Repair,2024-03-30,262156,Voluptate maxime in quisquam magnam nisi quo.,2284.110303382126,2360.703194661534,3650.67,Anderson LLC,2024-06-25,450772,COMPLETED,2025-06-24 07:14:34.974235,2025-05-25 07:21:44.960520,2025-09-20 10:34:01.800846
768,VH0057,Oil Change,2024-09-08,94984,Ea suscipit veritatis facere.,42.78323226839724,44.21787903342556,68.38,Solis Group,2024-12-12,199020,COMPLETED,2024-08-03 19:21:52.892744,2025-07-03 07:43:32.214781,2025-09-19 19:19:40.920563
769,VH0058,Tire Replacement,2020-09-18,437058,Occaecati deserunt in cupiditate.,863.016253720587,891.955709926229,1379.35,Smith-Hernandez,2021-01-23,393312,COMPLETED,2024-04-06 09:32:30.396707,2024-10-09 09:59:49.092857,2025-09-19 19:07:39.572144
770,VH0058,Oil Change,2024-09-30,372545,Dolore quod tenetur.,60.464632442496494,62.49218820986029,96.64,Lopez and Sons,2025-01-13,310067,COMPLETED,2024-03-09 07:47:53.925301,2025-09-13 12:09:04.240626,2025-09-20 13:38:14.247749
771,VH0058,Body Work,2021-01-18,311946,Nesciunt alias perspiciatis reiciendis temporibus.,363.85768829608685,376.0588995596466,581.55,"Singleton, Brooks and Woods",2021-04-18,489697,COMPLETED,2024-11-26 22:50:14.860825,2025-06-25 11:06:24.314232,2025-09-19 20:19:08.279533
772,VH0058,Body Work,2020-04-16,370992,Odio accusamus beatae nesciunt reiciendis omnis.,827.2843087827665,855.0255684872275,1322.24,Pierce-Long,2020-07-25,356219,COMPLETED,2025-08-30 20:08:55.276511,2025-01-15 20:09:06.403189,2025-09-20 09:08:22.046989
773,VH0058,Preventive Maintenance,2019-03-13,356282,Quaerat reprehenderit ea corrupti recusandae assumenda quasi vitae.,65.96426115906877,68.17623554393181,105.43,Mccarthy-Hines,2019-08-11,439840,COMPLETED,2025-04-16 16:23:55.365749,2025-01-17 14:47:47.535365,2025-09-19 21:26:20.649166
774,VH0058,Routine Service,2018-03-24,293677,Ipsa quibusdam deserunt fugiat officiis pariatur fugit.,423.71542200649293,437.9238379499336,677.22,Ross LLC,2018-04-25,124058,COMPLETED,2025-07-03 20:27:25.792543,2025-08-09 16:23:29.708083,2025-09-20 02:15:37.624016
775,VH0059,Brake Service,2025-09-16,269873,Excepturi amet ipsa pariatur.,514.36231716656,531.6103883208417,822.1,"Cross, Coleman and Long",2025-12-23,158936,COMPLETED,2024-04-17 20:13:01.341029,2024-10-14 09:16:37.766391,2025-09-20 04:24:16.057627
776,VH0059,Electrical Repair,2025-08-20,187640,Mollitia quasi aspernatur quam.,817.7678863960698,845.1900326565985,1307.03,"Cordova, Johnson and Blackwell",2026-01-26,92962,COMPLETED,2025-04-13 08:34:08.664047,2024-11-27 11:56:30.806658,2025-09-20 14:24:56.854279
777,VH0059,Transmission Service,2025-08-23,296572,At perspiciatis fugit dolor.,1691.9523281247132,1748.6884325615736,2704.23,Morgan-Morrow,2025-11-21,485590,COMPLETED,2025-02-09 07:00:11.377862,2025-08-27 18:59:50.652371,2025-09-20 18:46:05.225849
778,VH0059,Routine Service,2025-09-07,431211,Fugiat ullam exercitationem velit vitae minima.,382.10219038655873,394.91519310475763,610.71,Brewer and Sons,2026-01-03,196029,COMPLETED,2024-11-29 17:01:53.659817,2024-10-17 20:55:28.346227,2025-09-20 04:51:22.709303
779,VH0059,Routine Service,2025-09-03,163505,Consequatur fugit facere quis.,177.89640875801973,183.8617950508027,284.33,Davis-Cruz,2026-01-12,90587,COMPLETED,2025-05-31 19:14:00.339522,2024-12-03 02:05:27.152615,2025-09-20 08:23:54.035962
780,VH0059,Transmission Service,2025-08-23,394885,Consectetur ratione dolorem quibusdam.,1690.7760707882903,1747.4727318803386,2702.35,Collins-Leonard,2025-12-26,85236,COMPLETED,2025-03-27 23:34:03.472595,2025-07-04 12:06:17.904374,2025-09-20 02:12:40.147650
781,VH0059,Electrical Repair,2025-09-02,421365,Harum enim at expedita commodi.,832.0081081923365,859.9077706911228,1329.79,White-Sanders,2025-11-02,232507,COMPLETED,2025-06-27 04:03:49.057037,2024-12-17 21:40:21.838277,2025-09-19 20:27:33.683746
782,VH0059,Engine Repair,2025-09-04,133552,Aut voluptas provident.,3471.8611755868246,3588.28282351038,5549.04,Reed Ltd,2025-11-30,276653,COMPLETED,2025-01-01 05:34:15.630249,2024-11-20 23:09:23.898218,2025-09-20 12:14:05.336787
783,VH0060,Electrical Repair,2021-01-24,474895,In eveniet aliquam numquam excepturi officiis.,766.306627927575,792.0031278525732,1224.78,Anderson-Hunter,2021-05-13,87349,COMPLETED,2024-10-19 20:05:21.120519,2025-04-26 07:03:44.813035,2025-09-20 02:43:14.594752
784,VH0060,Oil Change,2024-02-04,83121,Sequi ipsa hic magni adipisci.,86.66138492974119,89.56739433927719,138.51,"Morales, Wise and Turner",2024-03-12,321904,COMPLETED,2024-10-31 02:53:59.809250,2025-04-02 07:43:43.637276,2025-09-20 05:41:28.545786
785,VH0060,Preventive Maintenance,2021-11-18,375010,Omnis illo culpa aperiam cupiditate.,212.60225687045022,219.73143164021653,339.8,"Wilson, Roman and Odonnell",2022-03-06,93289,COMPLETED,2023-10-09 15:36:19.146595,2025-07-23 03:32:27.343785,2025-09-20 06:44:23.362451
786,VH0060,Tire Replacement,2023-02-21,129719,Cumque inventore provident velit.,812.8688997236284,840.1267686491151,1299.2,"Bonilla, Rodriguez and White",2023-07-07,436413,COMPLETED,2023-12-01 07:17:21.579407,2025-07-29 03:53:46.502066,2025-09-20 03:49:29.919746
787,VH0060,Brake Service,2022-09-26,437823,Provident tenetur quidem dolorum.,312.5778737784232,323.0595230521947,499.59,Smith Ltd,2023-03-19,308382,COMPLETED,2023-11-10 09:03:45.695144,2025-09-11 20:11:20.492346,2025-09-19 20:27:25.194948
788,VH0060,Body Work,2023-08-06,458292,Occaecati cumque dolorem adipisci optio voluptatem sit.,711.4855280247239,735.3437163154463,1137.16,"Brennan, Graham and Marshall",2024-01-24,439509,COMPLETED,2025-06-30 02:09:46.082759,2025-01-19 13:46:58.126092,2025-09-20 00:04:41.362830
789,VH0061,Routine Service,2024-12-27,87234,Fugit voluptatum distinctio earum adipisci voluptas minima quae.,454.6547439671867,469.9006457622017,726.67,Williams-Greene,2025-05-13,407764,COMPLETED,2023-10-28 01:51:08.507115,2024-11-13 05:09:46.080907,2025-09-20 14:17:58.835230
790,VH0061,Transmission Service,2025-03-28,198749,Cum aspernatur quam itaque temporibus dolorem ducimus est.,2986.029355516476,3086.159643202469,4772.54,Leonard-Wang,2025-06-13,154813,COMPLETED,2023-11-30 05:24:04.372691,2024-12-04 04:04:08.442600,2025-09-20 07:59:01.434578
791,VH0061,Electrical Repair,2024-12-22,457230,Dolorum eveniet hic.,706.8368088706701,730.5391120273744,1129.73,Butler-Griffin,2025-02-02,202178,COMPLETED,2024-05-17 21:55:55.762312,2024-11-24 15:14:17.635695,2025-09-20 03:01:33.172094
792,VH0061,Brake Service,2025-03-08,98119,Mollitia dolorum natus quisquam iste.,456.8821248808383,472.2027172649656,730.23,Dennis-Schmidt,2025-05-19,359513,COMPLETED,2024-08-22 14:28:43.378610,2025-06-24 02:28:55.473944,2025-09-20 10:56:32.895850
793,VH0061,Engine Repair,2025-04-05,425656,Voluptatum quod reprehenderit illo enim ab.,1060.9653473894307,1096.5426149948921,1695.73,Miller Inc,2025-09-06,235993,COMPLETED,2024-09-17 03:27:42.915829,2025-01-22 20:01:35.908228,2025-09-20 02:09:39.298233
794,VH0061,Routine Service,2025-01-20,109714,Iure ipsum animi quibusdam at maiores.,499.921881355583,516.6857225107881,799.02,Jordan-Hill,2025-03-10,223273,COMPLETED,2025-08-03 10:59:23.594298,2024-12-22 13:39:30.956297,2025-09-20 13:51:11.694900
795,VH0061,Brake Service,2025-09-12,322710,Deserunt eius accusamus odit perferendis corporis.,637.4626527735674,658.8386378064586,1018.85,"Williamson, Sellers and Berger",2025-12-13,312454,COMPLETED,2024-05-17 02:15:53.746384,2025-08-07 10:35:50.146453,2025-09-19 20:46:07.416944
796,VH0061,Oil Change,2025-09-01,275296,Inventore explicabo magnam expedita velit aspernatur.,65.9142076553912,68.12450360004947,105.35,Jones LLC,2025-12-11,312393,COMPLETED,2024-11-30 02:10:03.308694,2025-02-08 08:17:13.465261,2025-09-19 22:14:34.794557
797,VH0061,Brake Service,2024-12-26,94431,Quaerat explicabo dolores at modi tenetur.,226.14172961523107,233.72492246038806,361.44,"Little, Macias and Reyes",2025-02-21,204931,COMPLETED,2025-04-22 08:14:05.327537,2025-08-07 19:22:09.734325,2025-09-20 14:49:46.855997
798,VH0061,Routine Service,2025-09-14,294959,Dolor atque architecto optio minus itaque.,167.74180419943409,173.3666769356741,268.1,"Curry, Henderson and Johnson",2025-11-08,430134,COMPLETED,2024-07-04 21:40:22.244322,2025-05-07 18:47:39.937162,2025-09-20 02:08:29.995544
799,VH0061,Transmission Service,2025-09-06,80355,Exercitationem vel inventore tempore quia assumenda.,1613.1493432723496,1667.242953411823,2578.28,Griffith-Newton,2025-10-25,170797,COMPLETED,2023-12-14 07:53:48.013111,2024-11-18 03:03:36.951940,2025-09-19 19:11:20.258402
800,VH0062,Preventive Maintenance,2025-06-30,429344,Animi eos laudantium sapiente.,185.69224195580023,191.91904531047635,296.79,Duncan LLC,2025-07-31,339680,COMPLETED,2024-06-02 18:11:18.169116,2024-10-08 22:57:18.967217,2025-09-20 14:57:16.306580
801,VH0062,Transmission Service,2025-08-16,443840,Dignissimos eaque harum cumque iure id.,1277.427980731013,1320.2638728070337,2041.7,"Lindsey, Brooks and Kennedy",2025-09-19,311833,COMPLETED,2023-09-27 19:27:54.721914,2025-06-19 04:52:16.603453,2025-09-19 22:24:40.979451
802,VH0062,Preventive Maintenance,2025-08-29,208484,Modi maxime ducimus odit suscipit architecto.,229.09488633220732,236.7771071494458,366.16,Hill-Barker,2025-11-10,337726,COMPLETED,2024-02-22 03:00:07.531873,2025-08-10 23:29:23.512380,2025-09-19 22:22:42.324862
803,VH0062,Routine Service,2025-07-09,279250,Doloribus nesciunt optio corrupti quaerat.,318.8908719297559,329.5842144743542,509.68,"Williams, Ross and White",2025-11-18,358403,COMPLETED,2024-12-19 09:11:45.137735,2025-03-24 07:21:59.488151,2025-09-20 07:46:32.243453
804,VH0062,Body Work,2025-07-18,163188,Dolore quaerat accusamus facilis unde eius.,1406.653613850562,1453.822818925251,2248.24,Clark-Casey,2025-08-19,113719,COMPLETED,2024-11-11 06:29:20.805150,2024-12-08 09:59:34.179701,2025-09-20 08:44:05.955405
805,VH0062,Body Work,2025-08-20,446814,Eaque at quisquam libero laboriosam quis porro.,632.8702438111509,654.0922319552543,1011.51,Ford-Tyler,2026-02-07,442071,COMPLETED,2024-04-04 23:39:00.051556,2025-01-06 06:33:57.396389,2025-09-20 00:55:27.951891
806,VH0062,Preventive Maintenance,2025-08-18,279715,Nesciunt ea beatae fugiat ex.,150.46083205475534,155.50622331029803,240.48,Walker Inc,2026-01-28,170774,COMPLETED,2024-03-19 17:48:51.735878,2025-08-16 02:02:03.203945,2025-09-20 18:03:41.129930
807,VH0063,Tire Replacement,2025-06-05,84138,Autem illum cupiditate vero odio eius eum.,1193.037773530641,1233.0438154214175,1906.82,"Roberts, Joseph and Wilcox",2025-09-07,462687,COMPLETED,2025-03-29 05:30:51.609227,2025-07-05 20:36:36.715880,2025-09-19 21:46:16.766883
808,VH0063,Tire Replacement,2025-04-22,124121,Velit quae eligendi.,1212.0956450558733,1252.7407530546163,1937.28,"Larson, Weaver and Alvarez",2025-09-30,262012,COMPLETED,2024-05-05 09:54:38.782369,2024-10-03 16:41:56.972105,2025-09-20 03:15:15.794240
809,VH0063,Preventive Maintenance,2025-04-11,237568,Debitis animi molestias.,72.8779013545322,75.32171029267928,116.48,Reed-Wallace,2025-08-22,163678,COMPLETED,2025-03-24 13:50:39.451081,2025-02-06 16:56:52.454814,2025-09-20 01:16:08.734551
810,VH0063,Electrical Repair,2025-03-07,346218,Sit ut minima ea sequi.,815.9972437034761,843.360015141761,1304.2,"Jackson, Price and Powell",2025-05-03,202825,COMPLETED,2025-03-26 16:43:23.440141,2025-04-12 09:54:22.021704,2025-09-20 00:32:48.953569
811,VH0063,Engine Repair,2025-05-18,183077,Illo consequatur tenetur.,4886.104151932497,5049.94949842679,7809.41,"Tucker, Mercer and Miller",2025-11-12,75191,COMPLETED,2024-11-02 05:25:09.010561,2025-07-02 04:23:59.125646,2025-09-20 08:31:14.004587
812,VH0063,Tire Replacement,2025-06-19,378290,Dolorem modi placeat deleniti.,997.4849913503609,1030.9335771661213,1594.27,Potter-Hayes,2025-07-31,179516,COMPLETED,2025-08-13 16:36:52.071769,2025-02-27 17:19:41.362368,2025-09-20 07:34:33.839231
813,VH0063,Body Work,2025-03-09,184524,Laborum nostrum nam sit dolore ipsa.,839.1657592182281,867.3054386662967,1341.23,"Jackson, Bell and Reynolds",2025-07-18,180556,COMPLETED,2025-05-24 09:38:29.562597,2025-03-19 22:02:53.269397,2025-09-20 10:43:49.724597
814,VH0063,Tire Replacement,2025-09-18,293938,At laborum quas nemo.,431.3610946932407,445.82589237796026,689.44,Potter LLC,2025-12-26,102438,COMPLETED,2024-03-29 05:46:24.390844,2024-09-23 19:17:22.948462,2025-09-20 00:08:25.173170
815,VH0063,Oil Change,2025-04-10,278300,Repudiandae voluptates consequatur autem.,73.89774149196255,76.37574864928185,118.11,Morse-Anderson,2025-06-06,327930,COMPLETED,2025-09-07 17:27:32.332843,2025-03-30 17:53:07.806625,2025-09-20 14:54:47.371807
816,VH0063,Brake Service,2025-04-29,411526,Minus iusto repellendus ducimus perspiciatis minus.,741.2611060249143,766.11775643245,1184.75,Davis and Sons,2025-07-05,358107,COMPLETED,2024-03-11 21:27:51.334706,2024-11-04 06:14:15.895036,2025-09-20 07:57:18.018845
817,VH0063,Routine Service,2024-12-05,118558,Laudantium quo magnam ipsa libero minus ab dolore.,383.6100521848453,396.4736179142129,613.12,White-Moore,2025-02-25,207594,COMPLETED,2024-04-21 01:16:36.070504,2025-05-10 04:04:15.911139,2025-09-20 03:50:44.862080
818,VH0063,Brake Service,2025-06-30,80536,Dolorem possimus fugiat quo.,575.8905865622048,595.2018803382016,920.44,Bell-Robinson,2025-08-21,78509,COMPLETED,2024-08-12 01:17:27.276791,2025-06-06 10:02:14.222588,2025-09-20 08:46:55.784184
819,VH0063,Electrical Repair,2025-08-14,388913,Asperiores error omnis minus aperiam.,463.7206848207854,479.27059409788956,741.16,Flores-Cox,2026-01-26,219946,COMPLETED,2024-12-26 00:41:04.174133,2024-10-17 10:50:30.210924,2025-09-19 22:08:54.716395
820,VH0063,Electrical Repair,2024-10-27,335341,Ipsa eos quisquam.,452.1332987194295,467.2946490891291,722.64,"Stewart, Nichols and Myers",2025-04-13,337290,COMPLETED,2025-04-14 18:30:07.061624,2025-08-23 16:22:35.635986,2025-09-20 13:47:22.092851
821,VH0063,Tire Replacement,2025-07-30,237658,Magni incidunt magni corrupti eum.,505.3651998805181,522.311571407992,807.72,Moore-Marks,2025-12-25,56151,COMPLETED,2024-05-25 11:21:10.171441,2024-12-06 22:29:41.723050,2025-09-20 13:35:52.345371
822,VH0063,Routine Service,2025-02-12,259383,Quia corrupti voluptas eum sunt sint magnam.,396.24856186343004,409.5359337445025,633.32,Hines-Douglas,2025-04-18,184451,COMPLETED,2025-01-24 15:48:19.041540,2025-07-27 08:39:07.010775,2025-09-20 18:15:22.246149
823,VH0063,Preventive Maintenance,2025-05-27,285673,Delectus recusandae ut laudantium.,214.36664287508432,221.55498266206882,342.62,Carpenter-Barnes,2025-10-09,352888,COMPLETED,2025-08-18 00:13:15.427619,2024-11-24 11:14:21.918113,2025-09-20 05:51:03.947415
824,VH0063,Preventive Maintenance,2025-02-19,413095,Sunt saepe nostrum sint necessitatibus.,241.36425142117002,249.45789989360307,385.77,"Johnson, Walker and Lynch",2025-07-21,451891,COMPLETED,2024-07-02 19:59:13.467286,2025-06-19 03:51:36.217029,2025-09-20 07:17:00.335501
825,VH0064,Brake Service,2024-04-16,429600,Impedit consequuntur iure doloremque.,208.55417976052726,215.5476106787327,333.33,"Ortiz, Johnson and Bishop",2024-07-30,487948,COMPLETED,2024-10-13 18:50:12.393372,2024-10-08 19:08:22.683981,2025-09-19 21:17:33.099272
826,VH0064,Body Work,2023-04-27,51105,Incidunt tenetur accusamus ipsam iure nobis asperiores necessitatibus.,423.8530691416062,438.06610079561005,677.44,"Kennedy, Davis and Wood",2023-05-28,338988,COMPLETED,2023-09-22 11:56:12.756588,2025-03-29 13:41:12.343345,2025-09-20 01:18:00.202389
827,VH0064,Tire Replacement,2024-12-23,159289,Explicabo iure doloribus quidem ullam sit.,627.8648934433946,648.9190375670208,1003.51,Arnold-Boyer,2025-01-31,326835,COMPLETED,2023-12-25 03:46:29.036946,2025-03-27 23:59:29.705498,2025-09-20 08:43:28.330311
828,VH0064,Transmission Service,2025-04-15,164396,Doloribus rerum consectetur nesciunt.,1896.7712651733025,1960.3755469280873,3031.59,"Baxter, Thompson and Giles",2025-09-17,426431,COMPLETED,2024-05-17 17:02:50.382634,2025-05-30 05:56:20.422695,2025-09-20 11:24:12.783153
829,VH0064,Tire Replacement,2025-06-29,464017,Distinctio nobis molestiae.,961.9219769874522,994.1780310377225,1537.43,Kline and Sons,2025-11-01,178269,COMPLETED,2025-09-18 06:59:32.778355,2025-04-28 02:31:18.327098,2025-09-20 07:33:52.119802
830,VH0064,Engine Repair,2024-07-03,85876,Iure earum numquam aliquam eveniet quia velit.,1824.4251822953443,1885.6034885391578,2915.96,"Wallace, Allen and Thompson",2024-10-24,87939,COMPLETED,2025-04-10 13:59:51.533005,2025-07-08 12:59:03.423275,2025-09-20 12:56:53.230163
831,VH0064,Electrical Repair,2024-03-02,244071,Veritatis praesentium in temporibus beatae aliquid.,414.9247754231208,428.8384153055985,663.17,"Rodriguez, Munoz and Rivera",2024-04-07,362642,COMPLETED,2024-11-16 14:44:36.743573,2025-08-19 01:34:33.359438,2025-09-20 10:57:26.661851
832,VH0064,Body Work,2025-06-28,383953,Vitae natus excepturi quo illum.,1063.8684506027291,1099.5430677400675,1700.37,"Rivers, Smith and Johnson",2025-08-10,444324,COMPLETED,2024-10-15 19:29:33.232555,2025-01-25 21:37:35.080220,2025-09-19 22:28:33.860026
833,VH0064,Preventive Maintenance,2024-10-15,112799,Placeat illo et voluptate.,265.1396656680126,274.030573237712,423.77,"Cowan, Atkins and Jones",2024-12-09,338923,COMPLETED,2023-11-04 09:49:37.443566,2025-05-27 22:17:22.018772,2025-09-20 00:18:07.953390
834,VH0064,Oil Change,2024-01-16,95323,Quisquam architecto vel incidunt corporis.,78.25865299987025,80.88289426003026,125.08,Baldwin PLC,2024-04-15,405312,COMPLETED,2025-02-28 12:06:09.103946,2025-07-10 13:31:34.345461,2025-09-20 12:10:20.948152
835,VH0065,Tire Replacement,2023-05-15,93061,Quam amet quam nulla.,609.8581454953912,630.308470755351,974.73,"Espinoza, Gonzales and Carey",2023-08-24,185859,COMPLETED,2024-05-21 08:36:05.967476,2025-03-27 01:01:26.416431,2025-09-20 00:33:11.654873
836,VH0065,Engine Repair,2019-06-17,187293,Delectus dolor quod dolorem.,4414.349879771463,4562.3759273357855,7055.41,Clayton-Hardy,2019-08-13,382894,COMPLETED,2025-06-21 13:11:31.603800,2025-05-07 00:30:48.090559,2025-09-20 14:08:37.991564
837,VH0065,Oil Change,2019-04-30,326773,Libero nam impedit blanditiis.,87.88143908188181,90.82836047140911,140.46,"Ho, Soto and Alexander",2019-09-27,438038,COMPLETED,2023-10-29 18:36:53.164302,2024-11-28 23:32:47.570120,2025-09-20 06:51:35.650192
838,VH0065,Routine Service,2024-04-21,176033,Dolorum amet enim ea iste.,161.04089139460027,166.44106294842652,257.39,"Molina, Rodriguez and Jackson",2024-09-15,187074,COMPLETED,2025-01-31 17:31:48.351120,2024-10-03 19:46:48.594566,2025-09-19 19:11:26.899116
839,VH0065,Oil Change,2021-10-23,272884,Quae praesentium quisquam sit eos ipsa modi.,62.397949022042376,64.49033454231547,99.73,Clark-Davis,2021-11-25,380255,COMPLETED,2024-01-27 17:21:59.682888,2025-08-15 16:22:29.720358,2025-09-20 04:30:11.709514
840,VH0065,Body Work,2023-05-03,412486,At nihil quam modi explicabo tempora tenetur ipsam.,1243.59806893294,1285.2995452355608,1987.63,Ellis Ltd,2023-10-09,444301,COMPLETED,2025-06-29 10:13:58.611712,2025-08-13 11:04:13.044051,2025-09-20 17:33:29.982855
841,VH0065,Preventive Maintenance,2022-05-02,240828,Debitis iure natus exercitationem velit cumque.,290.87967993419954,300.63372537920264,464.91,Phillips-Wallace,2022-08-30,371349,COMPLETED,2024-07-06 06:50:43.469737,2025-03-11 07:19:58.597032,2025-09-19 22:10:37.824123
842,VH0065,Preventive Maintenance,2024-04-20,190441,Sed numquam suscipit corrupti error.,101.58358571361477,104.98998010919823,162.36,Wheeler-Juarez,2024-08-06,196038,COMPLETED,2023-12-21 17:59:02.797494,2024-12-24 03:24:11.583756,2025-09-20 14:31:16.757505
843,VH0065,Tire Replacement,2020-01-17,268050,Voluptatum expedita alias.,1176.150972727423,1215.5907508541147,1879.83,Walker LLC,2020-05-06,154193,COMPLETED,2024-04-28 04:36:12.781607,2025-08-07 16:33:45.475704,2025-09-19 22:13:42.177999
844,VH0065,Preventive Maintenance,2022-10-24,274105,Fugiat dolorum sint.,278.1911167519372,287.51967760503084,444.63,Duffy-Moore,2023-03-24,145042,COMPLETED,2024-05-31 22:25:59.791202,2025-06-11 15:11:17.867789,2025-09-20 12:12:43.006842
845,VH0066,Engine Repair,2022-07-15,100642,Dicta eligendi in rerum accusamus fugiat dolores.,3521.6393849941614,3639.730241701362,5628.6,"Gonzales, Phillips and Manning",2022-09-28,116423,COMPLETED,2024-10-18 03:04:12.358568,2025-01-17 07:46:58.669671,2025-09-20 04:52:08.438033
846,VH0066,Routine Service,2023-01-26,54430,Iure repellat quasi ipsa fuga cumque.,149.57238236447859,154.58798130638658,239.06,Villarreal-Scott,2023-07-05,468933,COMPLETED,2024-09-25 18:53:26.125668,2025-06-26 15:06:53.867373,2025-09-20 05:13:13.294860
847,VH0066,Transmission Service,2019-01-04,400039,Quia dignissimos deserunt molestias sint expedita.,2288.5275250816712,2365.26853870915,3657.73,Aguilar and Sons,2019-06-08,85830,COMPLETED,2024-04-29 22:42:22.909808,2025-02-27 15:00:28.686431,2025-09-20 09:58:24.217584
848,VH0066,Brake Service,2022-02-08,207692,Quidem magni placeat provident tempora.,195.3087713498521,201.8580450288699,312.16,"Berg, Black and Woods",2022-05-17,409565,COMPLETED,2025-06-05 22:50:49.934295,2024-12-18 09:43:36.142081,2025-09-20 03:09:47.822677
849,VH0066,Engine Repair,2024-11-06,439776,Ea ullam blanditiis quisquam odit.,865.6127792238607,894.6393045151252,1383.5,"Farrell, Edwards and Brooks",2025-04-23,138205,COMPLETED,2024-01-14 03:28:02.463517,2025-07-26 10:00:57.796844,2025-09-20 10:11:46.265578
850,VH0066,Tire Replacement,2024-07-19,151020,Est earum animi quos aspernatur earum maxime.,851.5790281302639,880.1349607491156,1361.07,Harrell Group,2024-11-19,264194,COMPLETED,2024-06-01 22:33:46.624006,2025-02-15 15:02:12.318215,2025-09-20 08:29:29.067766
851,VH0066,Oil Change,2018-07-21,354952,Qui tenetur totam at impedit fugiat a aut.,37.127186352832595,38.37216937472174,59.34,Smith-Arroyo,2018-12-14,333076,COMPLETED,2025-07-09 11:27:32.780995,2024-10-06 17:35:28.465989,2025-09-19 23:47:35.586632
852,VH0066,Engine Repair,2020-01-02,54405,Praesentium ex voluptatem laudantium.,2230.82834871736,2305.634540398789,3565.51,Hernandez PLC,2020-03-11,86907,COMPLETED,2024-03-02 05:14:49.951642,2025-01-20 14:14:51.523401,2025-09-20 09:16:29.090301
853,VH0066,Oil Change,2023-10-16,217677,Harum nesciunt voluptatibus ullam laborum amet.,84.4652874558881,87.29765530143976,135.0,Kelly Group,2023-12-25,144095,COMPLETED,2025-01-14 22:43:08.846288,2025-07-14 19:53:04.666026,2025-09-20 13:43:24.302348
854,VH0066,Brake Service,2021-12-23,488217,Eius maxime consectetur tempora.,222.16873276082447,229.61869941472773,355.09,Figueroa LLC,2022-04-20,267081,COMPLETED,2024-07-27 13:02:25.385563,2025-04-09 19:32:17.199995,2025-09-19 20:31:12.645566
855,VH0066,Oil Change,2022-10-20,269726,Sequi quos natus hic quod.,72.21469243080448,74.63626203623835,115.42,Sims-Crane,2023-01-29,494473,COMPLETED,2025-05-26 03:54:30.290089,2025-03-20 02:32:11.973924,2025-09-20 17:06:48.757497
856,VH0066,Oil Change,2021-06-09,250270,Quidem labore ullam vitae.,49.2651609946417,50.9171657661879,78.74,Tran-Nichols,2021-11-24,184534,COMPLETED,2024-06-17 06:35:59.570335,2024-10-06 22:26:16.403813,2025-09-19 23:29:40.819329
