weather_id,location_id,date,hour,temperature_f,temperature_c,humidity_pct,wind_speed_mph,wind_direction_degrees,precipitation_mm,visibility_miles,weather_condition,weather_description,pressure_inhg,uv_index,sunrise_time,sunset_time,created_at,_loaded_at
2215,38,2025-08-29,5,62.2,16.8,74,5.2,37,49.8,9.0,HEAVY_RAIN,Thunderstorm,29.75,4,06:00:00,18:00:00,2025-09-09 22:16:33.806316,2025-09-20 07:42:07.302505
2216,112,2025-08-29,5,53.2,11.8,88,3.8,268,0.0,38.5,CLEAR,Foggy,29.68,6,06:00:00,18:00:00,2025-09-12 20:31:42.581478,2025-09-20 17:53:21.831902
2217,154,2025-08-29,5,51.2,10.7,89,22.9,289,0.0,12.1,CLEAR,Foggy,30.02,10,06:00:00,18:00:00,2025-08-23 12:49:50.848603,2025-09-20 18:11:01.148291
2218,210,2025-08-29,5,52.4,11.3,50,8.9,63,0.0,43.3,CLOUDY,Partly cloudy,29.69,4,06:00:00,18:00:00,2025-08-26 20:01:32.547072,2025-09-20 11:06:38.357337
2219,92,2025-08-29,5,61.8,16.6,74,25.1,135,0.0,11.1,HEAVY_RAIN,Clear skies,29.83,3,06:00:00,18:00:00,2025-09-15 15:57:20.262046,2025-09-20 18:24:11.397128
2220,175,2025-08-29,5,65.5,18.6,78,16.2,333,0.0,44.7,LIGHT_RAIN,Heavy rain,29.95,2,06:00:00,18:00:00,2025-09-09 09:06:08.211713,2025-09-19 21:23:24.602686
2221,164,2025-08-29,6,59.0,15.0,30,4.6,20,0.0,21.9,RAIN,Overcast,30.33,9,06:00:00,18:00:00,2025-08-23 18:40:05.533900,2025-09-20 15:53:14.499330
2222,229,2025-08-29,6,62.9,17.2,80,6.0,359,0.0,20.4,FOG,Heavy rain,30.39,9,06:00:00,18:00:00,2025-09-07 14:15:13.546113,2025-09-20 04:45:29.497803
2223,17,2025-08-29,6,65.5,18.6,31,21.1,32,36.3,32.4,CLEAR,Overcast,29.54,9,06:00:00,18:00:00,2025-09-19 05:16:22.551405,2025-09-20 01:28:26.082315
2224,93,2025-08-29,6,44.9,7.2,86,11.3,358,0.0,11.4,FOG,Light rain,30.16,0,06:00:00,18:00:00,2025-09-18 08:59:42.589513,2025-09-20 00:10:55.907790
2225,209,2025-08-29,6,51.4,10.8,40,29.6,207,0.0,17.6,CLEAR,Thunderstorm,30.35,7,06:00:00,18:00:00,2025-09-15 08:18:48.895312,2025-09-20 10:49:27.430344
2226,144,2025-08-29,6,56.4,13.5,60,2.1,156,0.0,35.1,HEAVY_RAIN,Foggy,29.78,0,06:00:00,18:00:00,2025-09-03 19:30:26.027754,2025-09-19 20:47:52.967544
2227,96,2025-08-29,6,41.1,5.1,40,2.4,22,30.8,32.3,STORM,Heavy rain,29.89,2,06:00:00,18:00:00,2025-08-23 02:18:42.649587,2025-09-19 19:35:35.844595
2228,81,2025-08-29,6,60.4,15.8,82,2.0,138,0.0,33.1,RAIN,Partly cloudy,30.22,2,06:00:00,18:00:00,2025-09-07 05:09:07.615756,2025-09-20 01:49:57.101173
2229,100,2025-08-29,6,65.7,18.7,43,5.1,91,1.4,44.9,STORM,Light rain,30.4,9,06:00:00,18:00:00,2025-09-09 08:36:50.111876,2025-09-20 09:35:31.676753
2230,107,2025-08-29,6,64.3,17.9,42,21.2,309,0.0,44.1,FOG,Thunderstorm,30.19,10,06:00:00,18:00:00,2025-09-03 06:28:53.885161,2025-09-20 01:27:51.664368
2231,104,2025-08-29,7,46.5,8.0,53,1.7,284,22.6,22.4,CLEAR,Overcast,30.2,10,06:00:00,18:00:00,2025-09-13 07:16:15.896558,2025-09-20 06:59:09.339459
2232,217,2025-08-29,7,67.5,19.7,94,21.9,99,0.0,44.0,LIGHT_RAIN,Partly cloudy,30.45,2,06:00:00,18:00:00,2025-09-01 16:30:02.049318,2025-09-19 23:59:37.106485
2233,150,2025-08-29,7,42.2,5.7,60,19.4,318,20.3,14.6,CLEAR,Clear skies,30.18,4,06:00:00,18:00:00,2025-09-04 23:48:43.609690,2025-09-20 01:58:17.002599
2234,15,2025-08-29,7,51.6,10.9,75,5.1,296,0.0,16.5,RAIN,Heavy rain,29.51,4,06:00:00,18:00:00,2025-09-19 05:34:33.356858,2025-09-20 18:04:24.256079
2235,91,2025-08-29,7,60.9,16.0,63,27.9,209,0.0,42.4,CLEAR,Light rain,29.68,2,06:00:00,18:00:00,2025-09-14 07:40:20.221522,2025-09-19 22:14:51.872312
2236,201,2025-08-29,7,47.8,8.8,36,10.3,282,0.0,13.9,LIGHT_RAIN,Heavy rain,29.64,1,06:00:00,18:00:00,2025-08-22 03:31:58.607406,2025-09-19 20:12:14.554212
2237,116,2025-08-29,7,67.6,19.8,77,13.8,185,0.0,19.3,RAIN,Partly cloudy,30.42,7,06:00:00,18:00:00,2025-09-14 08:03:12.159801,2025-09-19 22:00:29.018527
2238,148,2025-08-29,7,49.4,9.7,82,8.9,340,0.0,7.0,CLEAR,Heavy rain,30.09,1,06:00:00,18:00:00,2025-08-30 22:07:20.192076,2025-09-20 02:14:45.284572
2239,233,2025-08-29,7,57.5,14.2,53,6.6,169,0.0,8.0,LIGHT_RAIN,Partly cloudy,29.58,7,06:00:00,18:00:00,2025-09-10 17:23:55.631578,2025-09-20 16:18:45.684623
2240,75,2025-08-29,7,51.9,11.1,56,9.5,215,0.0,27.3,STORM,Light rain,30.32,1,06:00:00,18:00:00,2025-08-30 18:43:10.118503,2025-09-20 15:58:48.076048
2241,145,2025-08-29,8,56.5,13.6,74,11.7,6,0.0,23.4,CLEAR,Clear skies,29.7,8,06:00:00,18:00:00,2025-08-26 13:04:35.249775,2025-09-19 19:55:05.844694
2242,139,2025-08-29,8,66.4,19.1,73,2.9,94,30.3,42.9,CLOUDY,Foggy,30.39,3,06:00:00,18:00:00,2025-09-13 06:26:31.911431,2025-09-20 00:29:38.910203
2243,147,2025-08-29,8,49.9,9.9,68,0.3,219,0.0,37.1,FOG,Partly cloudy,30.05,10,06:00:00,18:00:00,2025-09-05 18:27:24.212065,2025-09-20 03:18:06.673030
2244,51,2025-08-29,8,63.7,17.6,67,15.2,333,0.0,31.9,HEAVY_RAIN,Partly cloudy,30.03,8,06:00:00,18:00:00,2025-09-02 23:27:27.552222,2025-09-20 17:31:39.592421
2245,153,2025-08-29,8,47.2,8.4,93,13.3,212,0.0,11.5,FOG,Partly cloudy,30.07,11,06:00:00,18:00:00,2025-09-03 12:01:10.468851,2025-09-20 11:21:36.771233
2246,214,2025-08-29,8,46.4,8.0,52,14.5,41,0.0,27.5,CLOUDY,Partly cloudy,30.1,8,06:00:00,18:00:00,2025-09-11 00:33:07.453820,2025-09-20 16:10:20.437380
2247,214,2025-08-29,8,56.8,13.8,72,9.2,24,0.0,17.0,CLEAR,Thunderstorm,29.67,10,06:00:00,18:00:00,2025-09-12 01:04:49.281478,2025-09-20 04:28:50.294919
2248,11,2025-08-29,8,50.3,10.1,93,12.5,208,0.0,11.0,PARTLY_CLOUDY,Clear skies,30.05,11,06:00:00,18:00:00,2025-09-07 10:11:40.568819,2025-09-20 10:42:02.681232
2249,134,2025-08-29,8,49.3,9.6,62,29.8,275,0.0,48.7,HEAVY_RAIN,Thunderstorm,29.66,9,06:00:00,18:00:00,2025-09-07 04:57:37.964789,2025-09-20 13:22:49.438410
2250,229,2025-08-29,8,61.7,16.5,40,26.6,339,0.0,23.4,FOG,Clear skies,29.84,6,06:00:00,18:00:00,2025-09-01 18:00:42.209592,2025-09-20 16:37:36.311116
2251,43,2025-08-29,9,53.1,11.7,59,25.5,214,41.6,16.1,RAIN,Thunderstorm,29.62,2,06:00:00,18:00:00,2025-09-12 03:13:05.910114,2025-09-20 17:21:47.929663
2252,101,2025-08-29,9,63.4,17.5,93,14.2,179,0.0,29.1,PARTLY_CLOUDY,Clear skies,29.91,2,06:00:00,18:00:00,2025-09-13 07:37:23.570834,2025-09-20 04:01:29.998469
2253,103,2025-08-29,9,51.1,10.6,84,28.2,136,38.5,17.5,CLEAR,Thunderstorm,30.06,6,06:00:00,18:00:00,2025-09-18 06:28:47.148119,2025-09-20 09:40:33.637530
2254,111,2025-08-29,9,54.2,12.3,77,13.7,121,0.0,12.5,RAIN,Thunderstorm,29.64,11,06:00:00,18:00:00,2025-09-02 17:07:25.360837,2025-09-20 16:27:30.708935
2255,7,2025-08-29,9,56.7,13.7,79,4.5,110,0.0,18.6,CLOUDY,Overcast,30.16,7,06:00:00,18:00:00,2025-09-01 13:55:30.148508,2025-09-20 10:43:17.347537
2256,218,2025-08-29,9,51.9,11.1,43,6.0,199,0.0,17.8,CLEAR,Overcast,29.78,4,06:00:00,18:00:00,2025-09-07 06:50:48.263760,2025-09-20 12:16:20.102869
2257,148,2025-08-29,9,55.1,12.9,59,3.2,131,0.0,6.2,CLEAR,Foggy,29.68,4,06:00:00,18:00:00,2025-09-10 00:43:39.378211,2025-09-20 09:05:31.773629
2258,142,2025-08-29,9,57.6,14.2,55,25.5,266,0.0,49.5,CLEAR,Partly cloudy,29.96,9,06:00:00,18:00:00,2025-08-22 12:06:28.029221,2025-09-20 02:13:31.685477
2259,164,2025-08-29,9,53.8,12.1,74,11.7,358,4.8,37.2,PARTLY_CLOUDY,Light rain,30.15,4,06:00:00,18:00:00,2025-08-22 15:48:39.827076,2025-09-20 11:47:50.499731
2260,32,2025-08-29,9,63.6,17.5,45,20.8,19,0.0,25.8,RAIN,Heavy rain,30.12,5,06:00:00,18:00:00,2025-09-06 13:28:53.641518,2025-09-20 11:02:36.523836
2261,48,2025-08-29,10,63.0,17.2,89,26.4,31,0.0,35.6,RAIN,Partly cloudy,29.89,10,06:00:00,18:00:00,2025-08-24 17:27:55.600816,2025-09-20 04:04:04.532645
2262,149,2025-08-29,10,45.2,7.3,72,6.8,156,22.1,45.7,RAIN,Foggy,30.18,11,06:00:00,18:00:00,2025-09-12 05:22:39.769751,2025-09-20 10:25:04.723792
2263,18,2025-08-29,10,50.3,10.2,35,29.3,242,18.4,49.4,HEAVY_RAIN,Foggy,30.38,8,06:00:00,18:00:00,2025-09-18 12:34:20.048795,2025-09-20 16:29:03.139270
2264,113,2025-08-29,10,56.5,13.6,51,14.1,25,0.0,7.2,LIGHT_RAIN,Partly cloudy,30.37,1,06:00:00,18:00:00,2025-09-01 23:51:55.508973,2025-09-20 05:48:10.161275
2265,97,2025-08-29,10,55.5,13.0,62,21.0,285,0.0,13.3,LIGHT_RAIN,Overcast,30.14,1,06:00:00,18:00:00,2025-09-19 22:35:00.434405,2025-09-20 10:39:54.976543
2266,156,2025-08-29,10,43.6,6.5,58,11.3,35,0.0,7.1,RAIN,Thunderstorm,29.95,3,06:00:00,18:00:00,2025-09-19 12:19:30.498809,2025-09-20 04:43:05.366932
2267,192,2025-08-29,10,41.3,5.2,32,6.4,235,0.0,49.8,HEAVY_RAIN,Partly cloudy,30.14,9,06:00:00,18:00:00,2025-09-15 16:31:54.931616,2025-09-20 07:08:38.374304
2268,106,2025-08-29,10,49.5,9.7,73,1.6,80,0.0,42.1,FOG,Clear skies,29.76,2,06:00:00,18:00:00,2025-09-13 05:51:09.349526,2025-09-19 21:57:53.470770
2269,62,2025-08-29,10,64.6,18.1,53,11.2,213,0.0,28.2,HEAVY_RAIN,Overcast,30.4,9,06:00:00,18:00:00,2025-09-01 11:06:36.751481,2025-09-20 16:23:17.311247
2270,21,2025-08-29,10,60.6,15.9,95,27.8,325,0.0,11.9,CLOUDY,Foggy,29.74,8,06:00:00,18:00:00,2025-09-03 16:32:07.594468,2025-09-20 13:36:41.627825
2271,7,2025-08-29,11,46.8,8.2,67,28.7,184,46.8,31.2,STORM,Thunderstorm,29.7,10,06:00:00,18:00:00,2025-08-31 05:16:12.777191,2025-09-19 22:20:43.803551
2272,139,2025-08-29,11,42.1,5.6,36,21.5,213,11.7,28.4,CLEAR,Overcast,30.23,8,06:00:00,18:00:00,2025-09-07 17:38:05.313335,2025-09-19 23:10:37.970190
2273,86,2025-08-29,11,46.3,7.9,41,18.1,322,0.0,42.9,LIGHT_RAIN,Thunderstorm,30.35,9,06:00:00,18:00:00,2025-08-27 21:44:07.107791,2025-09-20 11:48:44.279269
2274,20,2025-08-29,11,41.9,5.5,66,21.0,81,0.0,26.8,HEAVY_RAIN,Partly cloudy,30.16,3,06:00:00,18:00:00,2025-09-18 22:34:26.646392,2025-09-20 09:32:57.048884
2275,56,2025-08-29,11,65.0,18.3,72,26.0,306,41.4,35.7,CLEAR,Overcast,30.42,4,06:00:00,18:00:00,2025-09-13 04:40:58.503372,2025-09-20 10:52:41.105317
2276,14,2025-08-29,11,64.8,18.2,51,20.9,354,0.0,29.7,CLOUDY,Overcast,29.86,1,06:00:00,18:00:00,2025-09-05 17:19:58.208605,2025-09-19 20:59:25.247452
2277,25,2025-08-29,11,52.4,11.3,64,22.3,38,0.0,5.8,FOG,Heavy rain,30.09,1,06:00:00,18:00:00,2025-09-05 07:02:28.936229,2025-09-20 10:08:14.799254
2278,169,2025-08-29,11,61.4,16.3,73,17.5,7,0.0,16.4,LIGHT_RAIN,Foggy,29.84,3,06:00:00,18:00:00,2025-08-30 02:13:22.243715,2025-09-20 12:05:38.930692
2279,191,2025-08-29,11,63.0,17.2,43,6.0,93,0.0,25.0,PARTLY_CLOUDY,Foggy,30.22,5,06:00:00,18:00:00,2025-09-15 06:33:55.687570,2025-09-19 20:09:52.941068
2280,61,2025-08-29,11,47.9,8.9,37,18.1,297,0.0,9.7,FOG,Foggy,30.41,2,06:00:00,18:00:00,2025-09-16 17:20:04.962340,2025-09-19 21:11:00.446007
2281,59,2025-08-29,12,66.1,18.9,80,4.7,315,0.0,46.1,FOG,Heavy rain,30.33,6,06:00:00,18:00:00,2025-09-03 18:34:27.686103,2025-09-20 04:53:35.828939
2282,77,2025-08-29,12,51.3,10.7,70,11.0,326,0.0,18.3,PARTLY_CLOUDY,Foggy,30.18,2,06:00:00,18:00:00,2025-08-29 04:41:55.694538,2025-09-20 11:16:42.852360
2283,44,2025-08-29,12,64.5,18.1,79,15.9,138,10.2,26.9,PARTLY_CLOUDY,Clear skies,30.34,3,06:00:00,18:00:00,2025-08-24 05:44:49.320023,2025-09-20 05:23:20.634898
2284,214,2025-08-29,12,48.0,8.9,90,11.2,323,3.7,7.9,HEAVY_RAIN,Partly cloudy,30.27,2,06:00:00,18:00:00,2025-09-02 00:14:58.413529,2025-09-20 16:27:57.797554
2285,47,2025-08-29,12,50.3,10.2,74,26.8,11,5.8,42.1,HEAVY_RAIN,Partly cloudy,30.4,11,06:00:00,18:00:00,2025-08-22 01:41:59.729629,2025-09-19 23:48:11.429118
2286,23,2025-08-29,12,48.2,9.0,48,30.0,332,0.0,23.4,RAIN,Overcast,30.25,3,06:00:00,18:00:00,2025-08-22 21:12:27.161826,2025-09-19 23:22:56.975859
2287,199,2025-08-29,12,48.0,8.9,78,16.7,217,0.0,10.1,PARTLY_CLOUDY,Partly cloudy,30.0,7,06:00:00,18:00:00,2025-09-08 09:27:24.358080,2025-09-20 14:38:29.199814
2288,224,2025-08-29,12,51.2,10.7,53,20.7,178,39.1,20.9,STORM,Heavy rain,30.3,7,06:00:00,18:00:00,2025-08-31 03:12:29.666343,2025-09-20 01:21:28.024174
2289,90,2025-08-29,12,44.4,6.9,40,7.0,158,0.0,25.9,CLOUDY,Clear skies,30.18,11,06:00:00,18:00:00,2025-09-08 00:29:04.992340,2025-09-20 06:23:55.942486
2290,21,2025-08-29,12,54.2,12.3,34,20.1,6,0.0,49.2,PARTLY_CLOUDY,Clear skies,29.84,1,06:00:00,18:00:00,2025-09-15 11:37:29.365064,2025-09-20 11:58:52.058587
2291,69,2025-08-29,13,41.8,5.4,92,9.1,53,0.0,47.4,FOG,Overcast,29.61,9,06:00:00,18:00:00,2025-09-04 22:36:19.022408,2025-09-20 16:42:14.885127
2292,76,2025-08-29,13,47.3,8.5,82,0.9,29,0.0,49.2,CLEAR,Partly cloudy,30.31,11,06:00:00,18:00:00,2025-09-06 04:10:22.401253,2025-09-20 02:57:16.353772
2293,215,2025-08-29,13,55.3,12.9,44,26.7,200,23.2,39.8,RAIN,Partly cloudy,30.16,1,06:00:00,18:00:00,2025-08-28 17:18:53.095224,2025-09-20 17:43:41.836651
2294,148,2025-08-29,13,53.0,11.7,78,6.2,288,0.0,13.9,STORM,Clear skies,30.1,4,06:00:00,18:00:00,2025-08-25 03:32:53.585459,2025-09-19 19:53:46.678800
2295,105,2025-08-29,13,51.2,10.7,30,9.3,245,0.0,28.9,STORM,Overcast,30.0,5,06:00:00,18:00:00,2025-08-25 09:12:27.590593,2025-09-19 20:45:56.921658
2296,68,2025-08-29,13,42.6,5.9,58,26.8,242,42.4,18.9,PARTLY_CLOUDY,Partly cloudy,30.46,3,06:00:00,18:00:00,2025-09-12 09:12:07.559791,2025-09-20 04:27:35.981492
2297,151,2025-08-29,13,55.7,13.2,73,24.2,357,22.4,49.1,CLOUDY,Partly cloudy,30.09,11,06:00:00,18:00:00,2025-09-10 12:41:36.518231,2025-09-20 08:35:02.179901
2298,180,2025-08-29,13,65.1,18.4,79,19.0,45,0.0,22.5,CLEAR,Partly cloudy,30.13,7,06:00:00,18:00:00,2025-09-05 20:52:15.181406,2025-09-20 14:08:54.201378
2299,36,2025-08-29,13,63.8,17.7,56,13.2,51,5.8,22.8,PARTLY_CLOUDY,Partly cloudy,29.98,11,06:00:00,18:00:00,2025-08-31 19:32:26.390321,2025-09-20 15:04:13.239426
2300,40,2025-08-29,13,54.0,12.2,65,0.1,333,0.0,12.8,CLEAR,Overcast,30.09,10,06:00:00,18:00:00,2025-08-26 11:42:53.508339,2025-09-20 05:31:27.030564
2301,24,2025-08-29,14,60.2,15.7,72,10.4,205,0.0,49.4,STORM,Thunderstorm,30.49,4,06:00:00,18:00:00,2025-09-09 15:54:48.908514,2025-09-20 01:31:59.516138
2302,88,2025-08-29,14,48.1,9.0,31,16.6,22,0.0,11.8,FOG,Foggy,29.56,11,06:00:00,18:00:00,2025-08-22 03:33:44.572374,2025-09-19 23:46:39.678663
2303,122,2025-08-29,14,61.5,16.4,84,25.1,91,0.0,20.2,CLEAR,Partly cloudy,29.93,8,06:00:00,18:00:00,2025-08-31 16:28:14.043556,2025-09-20 12:56:39.680477
2304,131,2025-08-29,14,63.8,17.7,45,28.8,85,4.0,31.6,CLOUDY,Light rain,29.6,7,06:00:00,18:00:00,2025-08-31 22:17:28.362294,2025-09-20 08:27:39.492229
2305,110,2025-08-29,14,51.6,10.9,58,12.7,343,0.0,20.4,STORM,Overcast,30.44,10,06:00:00,18:00:00,2025-09-09 23:13:58.194156,2025-09-20 14:39:50.348254
2306,74,2025-08-29,14,65.1,18.4,64,7.0,27,0.0,43.6,CLOUDY,Thunderstorm,29.71,11,06:00:00,18:00:00,2025-09-05 06:25:10.645046,2025-09-20 12:44:03.644696
2307,11,2025-08-29,14,59.9,15.5,52,15.1,129,41.4,43.8,LIGHT_RAIN,Thunderstorm,29.74,1,06:00:00,18:00:00,2025-09-11 23:28:32.456336,2025-09-20 03:15:44.116365
2308,225,2025-08-29,14,63.7,17.6,81,19.0,148,0.0,18.7,LIGHT_RAIN,Partly cloudy,29.73,4,06:00:00,18:00:00,2025-09-07 07:17:49.888146,2025-09-20 02:06:15.651718
2309,238,2025-08-29,14,51.6,10.9,94,8.0,354,0.0,45.4,RAIN,Foggy,29.98,8,06:00:00,18:00:00,2025-09-01 13:18:12.988850,2025-09-20 05:27:20.310854
2310,78,2025-08-29,14,66.8,19.3,82,4.5,56,0.0,39.0,STORM,Partly cloudy,29.54,8,06:00:00,18:00:00,2025-08-24 01:25:08.230800,2025-09-20 14:33:46.317660
2311,101,2025-08-29,15,48.7,9.3,45,4.0,18,0.0,42.0,CLEAR,Light rain,29.88,10,06:00:00,18:00:00,2025-08-25 01:05:59.983872,2025-09-19 20:49:57.222133
2312,32,2025-08-29,15,47.5,8.6,45,26.7,139,0.0,46.4,STORM,Light rain,30.1,11,06:00:00,18:00:00,2025-08-27 18:00:53.281114,2025-09-20 04:39:28.176028
2313,105,2025-08-29,15,41.2,5.1,45,14.7,252,0.0,45.3,CLOUDY,Foggy,29.92,0,06:00:00,18:00:00,2025-08-26 11:24:53.120955,2025-09-20 09:30:45.782948
2314,59,2025-08-29,15,50.4,10.2,57,21.6,196,48.1,26.1,STORM,Clear skies,29.89,7,06:00:00,18:00:00,2025-08-26 11:58:04.252916,2025-09-20 17:37:06.804210
2315,209,2025-08-29,15,57.6,14.2,94,5.9,34,0.0,39.7,PARTLY_CLOUDY,Light rain,30.43,8,06:00:00,18:00:00,2025-09-09 01:10:35.733632,2025-09-19 20:29:30.036854
2316,1,2025-08-29,15,66.6,19.2,57,0.2,155,0.0,39.3,HEAVY_RAIN,Clear skies,29.75,2,06:00:00,18:00:00,2025-09-07 13:04:14.012923,2025-09-20 13:50:37.420873
2317,80,2025-08-29,15,42.2,5.7,52,14.3,336,40.3,20.5,HEAVY_RAIN,Heavy rain,29.65,8,06:00:00,18:00:00,2025-08-24 23:50:03.015890,2025-09-20 02:12:40.290267
2318,179,2025-08-29,15,58.9,15.0,60,14.3,212,0.0,39.9,HEAVY_RAIN,Clear skies,29.85,2,06:00:00,18:00:00,2025-08-25 12:42:50.724308,2025-09-20 14:47:05.131331
2319,210,2025-08-29,15,48.4,9.1,75,4.1,174,37.8,21.9,CLOUDY,Foggy,30.13,6,06:00:00,18:00:00,2025-09-01 05:35:56.971814,2025-09-20 08:39:10.814996
2320,135,2025-08-29,15,44.0,6.7,95,25.6,193,0.0,36.6,LIGHT_RAIN,Light rain,29.66,11,06:00:00,18:00:00,2025-08-31 16:50:28.071518,2025-09-19 22:03:18.486778
2321,20,2025-08-29,16,43.9,6.6,60,20.0,311,38.0,14.0,RAIN,Foggy,30.48,8,06:00:00,18:00:00,2025-09-08 17:11:31.554080,2025-09-20 05:11:06.442358
2322,79,2025-08-29,16,53.5,11.9,95,8.5,3,0.0,5.1,CLEAR,Foggy,30.05,11,06:00:00,18:00:00,2025-09-12 23:13:00.004849,2025-09-19 20:17:19.527090
2323,77,2025-08-29,16,56.1,13.4,70,15.8,210,0.0,14.4,RAIN,Partly cloudy,30.07,1,06:00:00,18:00:00,2025-09-04 01:06:04.620998,2025-09-20 17:27:50.933222
2324,110,2025-08-29,16,43.7,6.5,32,10.2,73,0.0,37.4,FOG,Clear skies,29.78,3,06:00:00,18:00:00,2025-09-13 23:47:37.860940,2025-09-20 05:31:57.353806
2325,210,2025-08-29,16,48.6,9.2,70,12.5,176,0.0,5.5,PARTLY_CLOUDY,Thunderstorm,29.56,5,06:00:00,18:00:00,2025-09-13 08:20:55.247818,2025-09-20 10:31:37.963496
2326,96,2025-08-29,16,58.5,14.7,80,20.7,45,0.0,11.5,HEAVY_RAIN,Partly cloudy,29.74,8,06:00:00,18:00:00,2025-08-25 03:42:20.835832,2025-09-20 15:33:00.077896
2327,157,2025-08-29,16,59.9,15.5,32,29.0,317,31.9,26.6,LIGHT_RAIN,Clear skies,30.17,5,06:00:00,18:00:00,2025-08-28 06:08:34.487171,2025-09-20 04:00:44.569864
2328,114,2025-08-29,16,65.5,18.6,39,12.4,206,0.0,26.9,FOG,Overcast,30.24,9,06:00:00,18:00:00,2025-08-29 16:52:48.986080,2025-09-20 10:34:29.219845
2329,180,2025-08-29,16,60.3,15.7,68,6.1,77,37.9,32.5,PARTLY_CLOUDY,Partly cloudy,30.2,6,06:00:00,18:00:00,2025-09-09 11:34:15.168316,2025-09-20 10:31:47.992262
2330,221,2025-08-29,16,42.6,5.9,60,22.5,70,0.0,22.6,CLOUDY,Partly cloudy,29.91,3,06:00:00,18:00:00,2025-09-02 19:48:39.935082,2025-09-20 10:10:21.444502
2331,159,2025-08-29,17,41.0,5.0,30,3.7,346,3.9,42.0,HEAVY_RAIN,Foggy,30.24,5,06:00:00,18:00:00,2025-08-22 22:47:24.069710,2025-09-20 11:37:50.695231
2332,129,2025-08-29,17,49.2,9.6,51,13.8,26,0.0,9.4,CLOUDY,Heavy rain,30.17,11,06:00:00,18:00:00,2025-09-17 23:53:49.717613,2025-09-20 10:05:23.319471
2333,167,2025-08-29,17,54.5,12.5,51,19.1,264,0.0,30.1,LIGHT_RAIN,Partly cloudy,29.62,8,06:00:00,18:00:00,2025-09-03 16:40:40.256724,2025-09-20 08:47:17.507658
2334,163,2025-08-29,17,63.4,17.5,67,2.7,296,0.0,9.0,RAIN,Overcast,29.66,4,06:00:00,18:00:00,2025-09-03 20:42:31.016006,2025-09-19 20:41:55.250451
2335,134,2025-08-29,17,51.0,10.5,62,26.6,29,0.0,6.7,PARTLY_CLOUDY,Overcast,29.61,6,06:00:00,18:00:00,2025-08-22 20:06:19.247602,2025-09-20 08:35:46.732370
2336,35,2025-08-29,17,64.6,18.1,42,17.4,26,0.0,49.7,CLOUDY,Thunderstorm,30.16,4,06:00:00,18:00:00,2025-09-10 13:25:11.611068,2025-09-20 04:21:03.715928
2337,94,2025-08-29,17,50.0,10.0,92,1.1,70,0.0,6.3,RAIN,Heavy rain,30.43,0,06:00:00,18:00:00,2025-08-26 18:00:44.190396,2025-09-20 10:08:22.248284
2338,109,2025-08-29,17,61.2,16.2,94,2.7,297,0.0,9.0,PARTLY_CLOUDY,Partly cloudy,30.0,0,06:00:00,18:00:00,2025-08-23 12:30:12.468353,2025-09-20 09:46:54.858037
2339,34,2025-08-29,17,61.3,16.3,77,0.6,66,0.0,34.0,CLEAR,Heavy rain,30.36,0,06:00:00,18:00:00,2025-08-28 08:03:22.463921,2025-09-19 21:52:58.955570
2340,49,2025-08-29,17,60.1,15.6,49,27.0,284,0.0,30.1,FOG,Foggy,30.17,3,06:00:00,18:00:00,2025-09-04 20:36:57.098977,2025-09-20 10:00:26.175551
2341,225,2025-08-29,18,65.3,18.5,86,22.1,59,0.0,20.4,PARTLY_CLOUDY,Partly cloudy,29.56,11,06:00:00,18:00:00,2025-08-26 10:06:58.387607,2025-09-20 04:27:03.875679
2342,163,2025-08-29,18,52.8,11.6,84,29.9,162,33.5,9.6,PARTLY_CLOUDY,Foggy,29.9,8,06:00:00,18:00:00,2025-09-10 22:04:43.098100,2025-09-20 07:18:47.495282
2343,62,2025-08-29,18,67.7,19.8,62,27.8,255,0.0,26.7,FOG,Light rain,30.12,7,06:00:00,18:00:00,2025-08-31 15:48:01.207967,2025-09-20 00:27:17.300996
2344,135,2025-08-29,18,64.3,18.0,42,4.2,190,6.2,16.5,FOG,Partly cloudy,30.43,9,06:00:00,18:00:00,2025-09-06 18:57:16.037215,2025-09-20 18:43:14.359488
2345,182,2025-08-29,18,47.3,8.5,45,17.8,332,0.0,11.6,PARTLY_CLOUDY,Clear skies,29.94,6,06:00:00,18:00:00,2025-08-23 19:22:39.132216,2025-09-20 03:39:53.173580
2346,86,2025-08-29,18,59.0,15.0,53,16.6,253,0.0,46.5,FOG,Overcast,29.54,11,06:00:00,18:00:00,2025-09-07 14:16:02.842788,2025-09-20 03:10:30.616802
2347,20,2025-08-29,18,42.3,5.7,60,19.0,333,23.4,44.0,CLEAR,Clear skies,29.9,5,06:00:00,18:00:00,2025-08-26 10:04:13.699263,2025-09-20 15:46:26.566009
2348,56,2025-08-29,18,48.0,8.9,42,15.3,8,0.0,12.8,LIGHT_RAIN,Thunderstorm,29.86,3,06:00:00,18:00:00,2025-09-05 16:29:47.336285,2025-09-20 16:53:28.157202
2349,14,2025-08-29,18,65.5,18.6,56,13.2,136,0.0,38.6,PARTLY_CLOUDY,Light rain,29.81,2,06:00:00,18:00:00,2025-09-11 01:22:19.199601,2025-09-20 12:22:37.874513
2350,65,2025-08-29,18,49.8,9.9,67,1.2,164,32.0,27.4,STORM,Light rain,30.04,9,06:00:00,18:00:00,2025-09-05 16:39:40.091556,2025-09-20 12:06:06.772281
