customer_id,customer_name,customer_type,volume_segment,industry,preferred_delivery_window,service_level,credit_rating,payment_terms,signup_date,last_order_date,total_lifetime_value,average_order_value,delivery_flexibility_score,satisfaction_score
179,Wang Group,Enterprise,Low Volume,Automotive,Evening,Standard,Good,Prepaid,2023-07-06,2024-11-15,148475.48,320.12,9.1,9.8
180,"Gardner, May and Turner",Enterprise,Low Volume,Manufacturing,Any,Premium,Excellent,Net 30,2022-10-22,2023-07-09,493454.38,4672.93,2.2,9.4
181,Evans-Jones,SME,Low Volume,Food & Beverage,Afternoon,Express,Excellent,Net 30,2025-02-19,2025-03-03,294094.38,118.28,2.9,9.7
182,Marshall-Peterson,SME,Low Volume,Food & Beverage,Evening,Premium,Poor,Prepaid,2024-01-13,2024-04-10,351203.51,458.02,5.8,8.5
183,Gross-Valencia,SME,Medium Volume,Retail,Afternoon,Standard,Fair,Prepaid,2025-04-20,2025-09-15,293632.14,3827.96,6.8,8.6
184,Robertson-Rodriguez,SME,Medium Volume,Automotive,Afternoon,Standard,Good,Net 30,2023-02-09,2023-09-27,462389.25,624.13,6.5,6.2
185,Wright-Davis,Individual,Low Volume,Automotive,Afternoon,Standard,Excellent,Net 15,2023-01-31,2023-11-06,351048.31,860.97,9.6,8.1
186,"Barnes, Estes and Barrera",Individual,Low Volume,Healthcare,Afternoon,Express,Good,COD,2023-11-14,2025-05-16,366734.98,634.38,9.1,7.3
187,"Edwards, Hines and Jimenez",Individual,Low Volume,Retail,Evening,Premium,Excellent,Prepaid,2025-07-08,2025-08-14,228143.69,1832.61,5.5,8.3
188,Jimenez-Davis,SME,Medium Volume,Retail,Morning,Standard,Excellent,Net 30,2024-03-18,2024-10-20,429485.82,110.83,1.4,7.5
189,Lewis LLC,Enterprise,Low Volume,Retail,Any,Standard,Fair,Net 15,2024-02-02,2024-03-01,208712.04,3615.43,3.4,6.3
190,"Khan, Pena and Ruiz",Individual,Medium Volume,Automotive,Morning,Standard,Good,Net 30,2023-07-24,2024-09-18,477085.62,391.19,5.2,7.1
191,Anderson-Baker,SME,Low Volume,Retail,Any,Standard,Fair,Net 15,2025-04-04,2025-06-04,146505.95,3933.31,7.7,7.0
192,Morales PLC,SME,Medium Volume,Manufacturing,Afternoon,Standard,Excellent,Prepaid,2023-12-04,2024-12-05,12931.22,2730.65,6.7,8.8
193,Jones-Gordon,SME,High Volume,Retail,Any,Premium,Fair,Net 30,2023-10-21,2025-04-07,103391.99,4916.42,4.8,9.8
194,"Becker, Wilson and Hester",Enterprise,Low Volume,Automotive,Evening,Standard,Excellent,Net 15,2023-07-22,2024-05-28,448746.45,2622.81,7.3,7.5
195,Grant-Diaz,Enterprise,Low Volume,Food & Beverage,Morning,Premium,Good,Prepaid,2025-02-06,2025-03-10,38340.41,2860.71,4.9,9.9
196,Porter-Williams,SME,Medium Volume,Healthcare,Any,Premium,Fair,COD,2024-07-10,2024-09-07,226926.17,1206.38,9.5,6.5
197,Stone-Hernandez,Enterprise,Low Volume,Manufacturing,Morning,Standard,Poor,Prepaid,2023-09-19,2025-07-02,157702.61,647.65,4.2,9.1
198,"Flores, Long and Jensen",SME,Low Volume,Healthcare,Morning,Standard,Good,COD,2023-02-19,2025-04-23,413366.96,3499.55,1.4,9.3
199,"Clayton, Patel and Erickson",Enterprise,Medium Volume,Automotive,Afternoon,Express,Poor,Net 30,2024-06-30,2024-11-10,338914.51,1337.83,9.9,6.1
200,Rivera-Rodriguez,SME,Low Volume,Food & Beverage,Afternoon,Standard,Poor,Net 30,2025-03-01,2025-05-24,402144.48,741.98,1.1,9.3
201,"Wiggins, Soto and Carlson",Enterprise,Low Volume,Manufacturing,Any,Express,Excellent,COD,2023-08-22,2024-03-10,458796.86,421.19,10.0,6.8
202,"Lane, Griffith and Silva",Enterprise,Low Volume,Retail,Evening,Standard,Excellent,Prepaid,2024-09-06,2024-11-09,26268.21,4624.45,4.9,8.9
203,"Hampton, James and Underwood",SME,Low Volume,Automotive,Any,Standard,Fair,Net 15,2024-08-08,2024-11-14,454243.8,1411.16,5.0,6.6
204,"Rodriguez, Smith and Edwards",Individual,Low Volume,Manufacturing,Evening,Express,Poor,Prepaid,2024-06-07,2024-08-17,31428.56,1434.89,2.2,6.8
205,Shaw-Carr,Individual,Low Volume,Manufacturing,Morning,Express,Fair,Prepaid,2024-10-14,2025-03-23,272714.39,2449.16,9.2,8.0
206,"Brown, Taylor and Clark",Enterprise,Medium Volume,Retail,Evening,Premium,Good,Net 30,2025-04-05,2025-05-29,447986.63,3903.76,1.5,10.0
207,"Bennett, Frye and Stevens",Individual,Low Volume,Manufacturing,Afternoon,Standard,Good,Net 15,2024-09-13,2025-03-29,133996.97,4090.61,9.3,6.2
208,"Ingram, Le and Schneider",Enterprise,Low Volume,Food & Beverage,Any,Express,Good,Net 15,2024-05-09,2025-04-19,119039.02,1624.12,7.6,7.4
209,Bernard LLC,Individual,Low Volume,Automotive,Evening,Premium,Good,Net 15,2024-07-18,2025-03-13,418511.72,4061.49,9.7,8.2
210,Wise-Bush,Enterprise,Medium Volume,Retail,Morning,Standard,Good,Net 30,2023-05-23,2024-12-29,263697.81,53.38,9.3,6.8
211,Bailey-Peck,Individual,Medium Volume,Manufacturing,Evening,Standard,Excellent,Net 15,2024-03-07,2025-05-27,293717.98,4590.26,8.0,9.4
212,Berry PLC,Enterprise,Low Volume,Healthcare,Any,Premium,Excellent,COD,2023-07-15,2024-05-12,151580.81,725.44,2.4,9.8
213,Blevins-Ballard,SME,Low Volume,Automotive,Evening,Standard,Fair,Net 15,2025-08-28,2025-09-03,333100.3,4081.55,4.4,8.9
214,"Miller, Bradshaw and Douglas",Enterprise,Medium Volume,Automotive,Morning,Premium,Poor,Net 30,2023-07-31,2025-03-05,91858.8,1625.17,8.3,8.4
215,"Nelson, Hoffman and Nelson",Enterprise,Low Volume,Technology,Afternoon,Express,Excellent,Net 15,2023-05-11,2023-08-13,174058.25,1631.62,6.7,9.9
216,Sanchez Ltd,Individual,Low Volume,Automotive,Evening,Express,Excellent,COD,2024-12-09,2025-08-23,105632.46,3481.22,4.2,9.1
217,Williams Group,Enterprise,Low Volume,Technology,Any,Premium,Poor,Net 15,2023-05-24,2024-02-28,442391.45,2490.76,4.4,8.2
218,"Townsend, Smith and Pierce",SME,Medium Volume,Food & Beverage,Afternoon,Standard,Poor,Net 30,2024-02-18,2025-08-08,399798.09,215.39,1.2,7.0
219,Woods-Gonzalez,SME,Medium Volume,Manufacturing,Any,Standard,Excellent,Net 30,2023-12-08,2025-08-26,169637.34,4927.12,9.0,8.8
220,"Brown, Mack and Pearson",Individual,Low Volume,Manufacturing,Any,Standard,Excellent,Net 30,2023-09-05,2024-02-25,166216.2,4873.27,4.7,8.2
221,Gentry and Sons,Individual,Low Volume,Healthcare,Evening,Express,Good,Net 30,2024-12-06,2025-04-04,25768.09,2880.26,8.6,6.6
222,Osborn Group,SME,Medium Volume,Retail,Evening,Premium,Poor,Net 15,2025-03-25,2025-08-12,49396.46,1074.42,6.7,9.9
223,"Hayden, Howe and Mcdowell",Enterprise,Low Volume,Healthcare,Any,Express,Poor,COD,2023-04-11,2023-04-19,46477.3,2743.42,2.7,9.5
224,Hebert LLC,SME,Medium Volume,Retail,Evening,Express,Poor,COD,2024-06-02,2024-10-14,113894.9,1379.38,1.6,9.0
225,"Warren, Small and Anderson",Enterprise,Low Volume,Automotive,Evening,Premium,Poor,Net 15,2025-09-07,2025-09-13,277247.35,4211.95,8.4,7.7
226,Rivera Ltd,SME,Low Volume,Food & Beverage,Afternoon,Express,Fair,Net 30,2023-07-15,2024-07-14,198007.38,4277.0,1.3,8.3
227,Smith LLC,Individual,Low Volume,Automotive,Afternoon,Standard,Poor,Net 15,2023-06-27,2025-04-01,474581.68,877.47,2.9,6.8
228,Thompson Ltd,Enterprise,High Volume,Automotive,Any,Standard,Good,COD,2024-06-02,2025-08-01,160554.99,3649.16,8.3,6.3
229,"Murphy, Morales and Davis",Individual,Low Volume,Healthcare,Evening,Premium,Poor,Net 30,2025-03-13,2025-09-15,393488.77,3134.14,5.7,7.7
230,Smith Group,Enterprise,Low Volume,Food & Beverage,Morning,Standard,Excellent,COD,2024-02-24,2024-07-07,433870.16,4406.67,8.9,7.1
231,Turner-Sharp,Individual,Low Volume,Food & Beverage,Any,Standard,Good,COD,2024-12-23,2024-12-26,202084.01,3110.31,7.1,7.6
232,"Young, Contreras and Marshall",SME,Medium Volume,Automotive,Afternoon,Standard,Poor,COD,2024-09-04,2024-11-03,448618.65,150.15,8.4,7.2
233,"Carrillo, Vaughn and Fowler",SME,Medium Volume,Automotive,Morning,Standard,Good,COD,2024-10-09,2025-08-29,487135.49,2243.4,8.4,7.1
234,Robinson and Sons,Individual,Low Volume,Retail,Afternoon,Express,Good,Prepaid,2023-10-26,2024-09-21,370731.45,3809.49,8.8,9.3
235,"Brooks, Miles and Durham",Enterprise,Low Volume,Retail,Evening,Premium,Poor,Net 15,2024-01-30,2025-04-26,390477.7,2645.22,6.1,6.7
236,Gill Ltd,Enterprise,Low Volume,Retail,Afternoon,Standard,Poor,Net 30,2025-02-13,2025-07-27,459097.5,3537.94,3.5,9.3
237,Fox PLC,Individual,Low Volume,Retail,Morning,Standard,Fair,Prepaid,2025-05-02,2025-08-08,297427.75,929.04,8.8,8.3
238,"Rodriguez, Poole and Leach",Enterprise,Medium Volume,Healthcare,Morning,Express,Excellent,Prepaid,2022-12-13,2023-07-05,25775.87,4276.42,8.0,6.9
239,Murphy PLC,Enterprise,Medium Volume,Automotive,Afternoon,Express,Poor,Net 30,2024-04-29,2024-12-09,432450.34,4837.33,7.1,7.9
240,"Aguilar, Davis and Dixon",Enterprise,Medium Volume,Food & Beverage,Morning,Standard,Fair,COD,2024-10-03,2025-07-13,356657.5,3561.37,3.5,9.6
241,"Perry, Elliott and Hansen",SME,Low Volume,Healthcare,Afternoon,Express,Fair,Prepaid,2024-01-28,2025-03-06,292659.09,86.37,10.0,9.9
242,Foster Inc,Individual,Low Volume,Automotive,Evening,Express,Excellent,Prepaid,2023-08-22,2025-03-10,32854.69,4942.39,6.8,9.4
243,Henderson Ltd,Individual,Medium Volume,Automotive,Evening,Standard,Good,Net 15,2024-06-13,2024-07-12,449943.84,4036.88,8.2,8.4
244,Andersen Group,Individual,Low Volume,Manufacturing,Morning,Premium,Poor,COD,2025-09-12,2025-09-12,130453.71,2121.9,4.5,6.1
245,Cannon Ltd,Individual,Low Volume,Manufacturing,Evening,Premium,Good,Prepaid,2023-12-11,2025-02-01,453356.73,3375.75,5.6,9.4
246,West-Stark,Individual,Low Volume,Manufacturing,Evening,Standard,Poor,Net 15,2023-12-23,2024-08-19,370718.53,3639.67,6.0,9.7
247,"Baxter, Anderson and Dalton",SME,Low Volume,Automotive,Morning,Standard,Fair,Net 15,2022-12-15,2023-04-13,372360.75,1570.07,8.1,7.3
248,Rice-Luna,SME,Medium Volume,Technology,Morning,Express,Excellent,Net 30,2025-09-11,2025-09-12,236637.62,1012.99,2.1,8.7
249,Good Group,SME,Low Volume,Retail,Afternoon,Standard,Good,COD,2022-09-22,2024-09-27,205186.73,2868.55,9.2,7.8
250,"Gray, Hall and Murray",Individual,Medium Volume,Manufacturing,Morning,Express,Fair,Net 15,2024-05-07,2024-07-23,157393.62,337.17,5.1,6.8
251,"Cannon, Johnson and Keller",Individual,Low Volume,Manufacturing,Any,Standard,Good,Prepaid,2023-04-13,2024-10-11,317110.28,2046.8,9.7,7.5
252,Allen Inc,Enterprise,High Volume,Automotive,Evening,Standard,Fair,Net 15,2025-07-11,2025-07-18,9940.15,70.41,7.6,6.9
253,"Powers, Brennan and Sanchez",SME,Low Volume,Manufacturing,Morning,Express,Fair,Net 15,2022-10-25,2022-12-10,33578.22,276.31,9.5,7.8
254,"Robinson, Shields and Brown",Individual,Low Volume,Healthcare,Any,Premium,Good,COD,2024-01-13,2024-11-17,498073.32,2476.38,7.8,6.7
255,"Johnston, Ray and Barton",SME,Low Volume,Retail,Afternoon,Standard,Good,Net 15,2023-08-02,2025-04-30,367304.23,2968.98,2.5,7.5
256,Odom PLC,Enterprise,Low Volume,Technology,Evening,Premium,Excellent,Net 30,2023-06-05,2023-12-07,331322.99,3285.16,1.2,8.8
257,Hawkins PLC,SME,Low Volume,Retail,Evening,Express,Good,Net 15,2023-08-14,2025-06-18,347900.82,3170.04,3.7,8.6
258,"Shelton, Peters and Williams",SME,Low Volume,Food & Beverage,Afternoon,Express,Excellent,Net 30,2025-06-14,2025-07-17,142070.68,3934.56,5.5,8.4
259,Floyd-Flores,Individual,Low Volume,Manufacturing,Evening,Premium,Poor,COD,2024-08-24,2025-02-02,81026.43,2763.29,9.2,8.8
260,White-Medina,Enterprise,Low Volume,Retail,Morning,Premium,Excellent,Net 30,2023-03-01,2023-10-11,417780.85,3361.66,2.3,6.4
261,"Thomas, Ford and Brown",Individual,Low Volume,Automotive,Morning,Express,Good,Prepaid,2023-05-23,2024-05-07,494344.3,1515.31,5.2,6.4
262,"Anderson, Sanchez and Harris",Enterprise,Medium Volume,Healthcare,Evening,Premium,Fair,Prepaid,2023-12-19,2025-02-04,369531.56,520.24,7.8,6.2
263,Davis-Hardy,Individual,Low Volume,Automotive,Afternoon,Express,Fair,Prepaid,2025-06-25,2025-07-11,477589.49,1378.13,7.6,7.5
264,"Jacobs, Williams and Jones",Enterprise,Medium Volume,Technology,Any,Express,Fair,Prepaid,2023-07-10,2025-04-15,345261.31,2417.31,4.8,9.5
265,"Hansen, Mendoza and Booth",Enterprise,Medium Volume,Automotive,Morning,Standard,Excellent,Prepaid,2024-06-23,2024-11-20,455702.15,2439.24,6.1,7.8
266,Lewis and Sons,SME,Low Volume,Food & Beverage,Morning,Premium,Good,Prepaid,2025-08-02,2025-09-17,460278.59,609.04,4.7,6.2
267,Rocha-Dominguez,SME,Medium Volume,Retail,Afternoon,Premium,Fair,Net 30,2023-01-25,2024-12-06,216991.11,3646.93,5.3,8.7
268,Arnold LLC,Enterprise,Low Volume,Food & Beverage,Morning,Standard,Good,Prepaid,2023-11-27,2024-08-04,426083.7,4353.61,1.7,8.0
269,Parker-Ward,SME,Medium Volume,Retail,Afternoon,Premium,Poor,Prepaid,2024-04-25,2025-07-20,408734.55,440.21,5.0,8.3
270,"Harrison, Franco and Rocha",SME,High Volume,Technology,Evening,Standard,Poor,Net 30,2024-02-11,2024-09-15,52219.02,2091.08,6.0,6.0
271,"Shields, Figueroa and Smith",Individual,High Volume,Food & Beverage,Evening,Premium,Good,Prepaid,2023-12-16,2024-12-05,475227.21,1848.55,1.5,6.9
272,"Butler, Hernandez and Rivera",Individual,Low Volume,Food & Beverage,Any,Premium,Fair,Prepaid,2024-06-20,2024-12-10,57897.66,3808.63,3.0,7.4
273,Pierce-Harding,SME,Low Volume,Food & Beverage,Evening,Premium,Excellent,Net 30,2025-03-20,2025-05-20,448541.68,2487.49,8.4,9.0
274,Levy-May,SME,Low Volume,Food & Beverage,Afternoon,Standard,Excellent,Prepaid,2025-01-02,2025-05-09,108579.16,4131.54,2.7,7.4
275,Jackson-Cortez,Enterprise,Low Volume,Automotive,Morning,Express,Poor,Net 15,2023-03-22,2024-06-09,481963.52,71.47,7.6,8.2
276,"Mooney, Bernard and Warren",Individual,Low Volume,Technology,Afternoon,Premium,Good,Net 15,2025-06-19,2025-09-04,52673.43,3304.73,6.5,7.3
277,"Williams, Smith and Taylor",SME,Low Volume,Food & Beverage,Afternoon,Express,Poor,COD,2022-12-09,2024-09-09,485275.33,2291.59,2.2,7.7
278,Smith PLC,Individual,Low Volume,Food & Beverage,Evening,Premium,Fair,Net 15,2022-12-02,2024-03-12,101243.65,3139.63,3.6,7.4
279,"Estrada, Jensen and Webb",Individual,Low Volume,Automotive,Afternoon,Premium,Fair,Net 30,2022-11-24,2024-04-09,380626.74,2833.29,6.2,9.8
280,"Jenkins, Smith and Bowen",Individual,Low Volume,Automotive,Evening,Express,Excellent,Net 30,2022-09-26,2024-05-01,13610.8,769.37,7.0,6.8
281,"Li, Craig and Drake",Enterprise,Low Volume,Healthcare,Evening,Standard,Excellent,COD,2023-07-30,2025-07-10,102796.45,2728.8,4.2,7.8
282,Warren and Sons,Individual,Low Volume,Automotive,Afternoon,Premium,Poor,Net 15,2023-01-14,2023-07-20,255950.23,3994.33,7.3,8.8
283,Adams-Sanders,SME,High Volume,Technology,Any,Premium,Fair,Net 30,2024-04-17,2024-10-27,7469.65,1294.14,6.6,9.1
284,"Sanchez, Terry and Evans",Enterprise,Low Volume,Automotive,Evening,Premium,Good,Net 15,2023-12-08,2025-05-30,147794.68,928.26,7.1,6.7
285,"Malone, Davis and Gray",Individual,Medium Volume,Retail,Any,Standard,Poor,COD,2022-12-16,2024-06-25,278742.71,693.83,6.3,7.0
286,Warner Inc,Individual,Medium Volume,Manufacturing,Morning,Standard,Fair,Net 30,2022-11-19,2024-04-19,387056.81,3145.56,8.6,7.2
287,Knight-Hodge,Individual,Low Volume,Healthcare,Morning,Premium,Fair,Net 15,2024-01-07,2024-03-06,478536.87,2627.0,8.1,6.6
288,Hall Ltd,SME,Low Volume,Retail,Evening,Standard,Good,COD,2024-04-19,2025-07-22,166202.2,1503.19,9.6,8.5
289,Glass Ltd,Individual,Low Volume,Automotive,Morning,Standard,Fair,Prepaid,2024-02-22,2025-08-07,120933.59,3229.21,9.3,7.0
290,"Barrett, White and Jefferson",SME,High Volume,Technology,Morning,Express,Fair,COD,2025-05-31,2025-06-01,13328.16,2608.5,7.9,8.1
291,Goodwin Ltd,SME,Low Volume,Retail,Evening,Premium,Good,COD,2023-05-04,2025-04-16,257433.46,4743.65,2.5,9.8
292,Martin-Allen,Enterprise,Low Volume,Automotive,Morning,Standard,Good,Prepaid,2025-07-03,2025-09-06,417996.87,1067.62,8.5,9.5
293,"Rivera, Campos and Taylor",SME,Low Volume,Automotive,Morning,Premium,Good,Net 30,2023-11-19,2025-09-11,230153.39,1691.99,1.8,6.2
294,"Mcgee, Reed and Davis",Individual,Low Volume,Retail,Afternoon,Express,Poor,Prepaid,2024-11-20,2025-01-29,226111.71,2052.02,3.8,7.6
295,"Mack, Friedman and Sanders",Enterprise,Medium Volume,Automotive,Morning,Premium,Excellent,Net 30,2022-12-11,2025-02-01,179492.37,2539.04,3.6,8.7
296,Bowers-Hayes,SME,Low Volume,Technology,Any,Express,Excellent,Prepaid,2022-10-21,2023-06-20,79005.41,1138.34,7.7,9.2
297,Reynolds-Frazier,SME,Low Volume,Automotive,Afternoon,Express,Fair,Net 30,2024-05-17,2025-04-05,277208.57,2797.6,2.1,6.0
298,"Phillips, Wright and Jones",Individual,Low Volume,Food & Beverage,Morning,Express,Good,COD,2022-12-21,2023-09-15,106656.73,4532.86,8.7,6.6
299,"Moore, Price and Ward",Individual,Medium Volume,Healthcare,Afternoon,Standard,Good,Net 30,2023-11-09,2024-01-10,425842.47,4665.23,9.9,7.8
300,Ward-Nelson,SME,Low Volume,Automotive,Morning,Express,Excellent,Net 15,2025-07-18,2025-07-26,363069.04,2461.59,4.0,6.5
301,Hawkins-Hunt,Enterprise,Low Volume,Healthcare,Morning,Standard,Fair,Prepaid,2023-04-12,2023-07-13,225872.34,3100.9,3.8,8.3
302,"Davis, George and Nguyen",SME,Low Volume,Healthcare,Any,Standard,Excellent,COD,2022-12-26,2024-01-14,123841.39,1146.55,7.7,7.7
303,Maxwell-Hardy,Enterprise,Low Volume,Automotive,Evening,Express,Poor,Prepaid,2023-08-04,2024-10-11,180012.06,1562.09,6.0,6.7
304,Armstrong and Sons,SME,Low Volume,Manufacturing,Afternoon,Express,Excellent,Net 30,2025-09-11,2025-09-16,446160.49,4255.46,6.7,9.3
305,Turner-Snyder,Individual,Low Volume,Manufacturing,Morning,Premium,Fair,Prepaid,2023-03-23,2023-05-19,327300.16,785.73,4.5,9.6
306,Evans-Patton,SME,Low Volume,Manufacturing,Any,Premium,Excellent,Prepaid,2024-01-08,2024-08-18,182568.91,102.43,3.1,9.9
307,"Weber, Wheeler and Gonzalez",Individual,Low Volume,Manufacturing,Afternoon,Express,Good,Net 15,2025-07-19,2025-07-25,283612.27,2850.77,8.8,6.6
308,Cook-Oliver,SME,Low Volume,Retail,Afternoon,Express,Good,Net 30,2023-08-18,2025-04-22,132914.2,1208.39,7.0,8.1
309,Jordan-Colon,SME,Low Volume,Technology,Any,Standard,Excellent,COD,2023-09-15,2025-01-05,52509.28,4843.78,6.7,7.1
310,Flores-Valentine,Individual,Low Volume,Food & Beverage,Afternoon,Express,Poor,COD,2024-07-01,2024-09-28,294251.73,4496.22,1.7,7.0
311,Novak-Carter,Enterprise,Low Volume,Food & Beverage,Any,Express,Fair,Prepaid,2023-08-29,2025-02-01,396536.07,4441.5,1.1,9.5
312,"Casey, Nguyen and Ramirez",Enterprise,Low Volume,Retail,Evening,Standard,Good,Net 15,2024-03-10,2025-05-22,79521.32,3030.0,8.4,8.6
313,"Gonzalez, Osborn and White",SME,Low Volume,Automotive,Morning,Express,Poor,Prepaid,2023-10-24,2025-04-10,106141.27,848.17,8.5,6.1
314,"Murray, Erickson and Gonzales",Individual,High Volume,Food & Beverage,Afternoon,Standard,Excellent,Net 15,2022-10-18,2023-08-24,28900.09,1328.39,2.6,9.8
315,Chambers-Taylor,Individual,Low Volume,Automotive,Morning,Premium,Fair,Net 30,2024-10-17,2025-01-27,109080.12,3052.3,5.2,7.9
316,Espinoza Group,SME,Medium Volume,Food & Beverage,Afternoon,Premium,Good,COD,2023-06-22,2023-08-21,84693.13,3443.68,9.3,8.4
317,Aguilar-Ferguson,SME,High Volume,Technology,Afternoon,Standard,Excellent,Net 15,2025-09-08,2025-09-18,261832.96,4551.23,7.2,9.3
318,Stephens-Gibbs,Enterprise,Low Volume,Technology,Morning,Premium,Excellent,Net 30,2025-04-29,2025-06-19,241638.23,695.13,6.4,9.3
319,"Wheeler, Rocha and Rodriguez",Individual,Low Volume,Automotive,Any,Premium,Poor,COD,2025-05-27,2025-06-24,437537.33,3503.33,4.9,9.8
320,Holland Inc,SME,Low Volume,Healthcare,Morning,Express,Good,COD,2024-09-16,2025-04-11,239093.48,1200.94,8.7,7.1
321,"Ross, Goodwin and Sheppard",SME,Low Volume,Healthcare,Afternoon,Standard,Excellent,Net 30,2024-08-25,2025-02-08,260361.16,1906.4,2.8,9.2
322,Walker-Burgess,Enterprise,Low Volume,Manufacturing,Any,Premium,Fair,COD,2022-09-30,2024-05-27,427633.49,2146.63,4.3,7.1
323,Griffin Group,Enterprise,Low Volume,Technology,Any,Standard,Fair,Prepaid,2024-10-11,2025-03-18,127635.05,1567.93,4.1,8.8
324,"Mason, Cooper and Johnson",Individual,Low Volume,Retail,Afternoon,Express,Good,Net 30,2024-10-02,2024-11-07,108014.61,2032.78,4.0,8.2
325,Wilson Ltd,Individual,Low Volume,Retail,Afternoon,Express,Excellent,Net 30,2023-12-18,2024-03-17,411804.48,2384.76,6.4,6.4
326,Mueller-Boyd,SME,Medium Volume,Retail,Morning,Premium,Poor,Prepaid,2023-08-26,2024-05-14,307368.83,2628.98,7.4,8.4
327,"Horton, Flores and Evans",Enterprise,Low Volume,Automotive,Any,Express,Excellent,Net 15,2023-01-03,2025-03-15,425433.25,4657.25,5.7,6.8
328,Wong-Byrd,Individual,Low Volume,Food & Beverage,Afternoon,Premium,Good,Net 30,2023-01-23,2023-07-01,180510.26,3292.34,9.8,6.3
329,Black PLC,SME,Medium Volume,Healthcare,Any,Express,Good,Net 30,2025-09-01,2025-09-03,368725.84,389.66,1.8,7.1
330,Hall-Sullivan,Individual,Low Volume,Healthcare,Evening,Express,Good,Net 15,2024-05-24,2024-08-21,227924.75,2049.58,1.0,6.7
331,Foster-Mclaughlin,Individual,Low Volume,Retail,Evening,Express,Excellent,COD,2024-08-20,2025-08-03,438180.41,4075.08,6.2,8.8
332,Price-Bush,Individual,Low Volume,Technology,Afternoon,Express,Poor,Prepaid,2024-01-24,2024-05-27,448365.39,4317.02,5.3,7.0
333,Ray PLC,Enterprise,Medium Volume,Automotive,Afternoon,Express,Poor,COD,2024-12-21,2025-02-09,258735.6,98.13,8.5,7.0
334,Wilson-Lambert,Individual,High Volume,Automotive,Evening,Standard,Good,Prepaid,2023-09-11,2024-09-06,157622.52,1131.9,6.2,6.7
335,Harper-Carr,Enterprise,Low Volume,Technology,Afternoon,Standard,Good,COD,2025-08-12,2025-09-03,104182.54,1053.69,3.2,8.5
336,Williamson-Cervantes,Enterprise,Medium Volume,Retail,Morning,Premium,Poor,Net 30,2023-10-05,2025-02-20,382357.86,2730.3,1.4,7.9
337,"Lawrence, Powers and Edwards",SME,Low Volume,Food & Beverage,Evening,Express,Good,COD,2023-08-10,2024-02-09,199541.87,3763.34,2.2,8.1
338,Steele-Dixon,Individual,Low Volume,Retail,Evening,Express,Good,Prepaid,2023-01-25,2024-03-04,488277.09,3506.31,5.1,8.8
339,Henderson-Tucker,Enterprise,High Volume,Technology,Morning,Express,Fair,COD,2023-02-17,2024-07-08,94389.07,1351.1,3.4,9.8
340,Peters Group,Enterprise,Medium Volume,Technology,Any,Standard,Poor,COD,2025-06-22,2025-07-17,183173.92,2032.93,5.1,8.3
341,Harvey-Glenn,Individual,Low Volume,Manufacturing,Morning,Premium,Fair,Net 15,2023-04-12,2025-08-07,278114.68,4288.73,2.8,9.2
342,Ochoa PLC,SME,Low Volume,Retail,Afternoon,Express,Poor,Net 15,2024-03-03,2024-12-13,497785.32,4254.48,5.7,8.9
343,"Vasquez, Mckinney and Wallace",SME,Low Volume,Healthcare,Morning,Express,Excellent,Net 15,2024-03-14,2024-06-14,30958.15,4078.4,5.3,8.5
344,Carter LLC,SME,Low Volume,Healthcare,Evening,Express,Fair,COD,2024-05-30,2024-09-14,10897.83,650.13,8.8,9.9
345,Cunningham-Barton,Individual,Medium Volume,Automotive,Afternoon,Express,Fair,COD,2023-08-01,2024-08-21,336923.23,2463.09,7.6,9.6
346,"Wilson, Hampton and Morrow",SME,Medium Volume,Technology,Afternoon,Standard,Fair,Prepaid,2024-03-31,2024-10-14,316005.43,2879.61,8.6,6.3
347,Wolf Group,Enterprise,Medium Volume,Healthcare,Evening,Premium,Fair,COD,2025-03-08,2025-06-22,303087.1,2007.5,9.0,9.1
348,Fitzgerald Ltd,Individual,Low Volume,Food & Beverage,Any,Express,Good,Net 15,2025-09-07,2025-09-16,427251.71,668.95,3.1,7.0
349,Cole LLC,Individual,Low Volume,Retail,Afternoon,Standard,Poor,Net 30,2023-08-11,2025-06-04,48681.31,4687.13,5.3,6.2
350,Rowe and Sons,Individual,Low Volume,Retail,Morning,Express,Good,Net 30,2022-12-23,2023-07-21,327761.51,4433.08,3.8,7.0
351,"Bell, Page and Chen",Individual,Medium Volume,Manufacturing,Afternoon,Premium,Good,Net 30,2024-12-05,2025-01-21,18542.34,1816.36,9.2,9.5
352,Li Inc,Individual,Low Volume,Healthcare,Any,Standard,Good,Prepaid,2023-02-18,2024-08-09,315892.71,3197.46,6.1,8.1
353,"Ryan, Morris and Padilla",SME,Low Volume,Healthcare,Any,Premium,Good,Net 30,2024-04-24,2024-09-19,221488.29,1860.63,3.3,7.2
354,"Duke, Shelton and Davis",Enterprise,High Volume,Healthcare,Evening,Express,Excellent,Prepaid,2023-07-09,2025-08-20,473531.8,2411.48,1.1,7.7
355,Riddle Ltd,Enterprise,Medium Volume,Retail,Evening,Standard,Poor,Prepaid,2025-01-27,2025-02-25,197981.29,858.18,7.6,7.6
356,Thomas LLC,SME,Medium Volume,Retail,Any,Premium,Good,COD,2025-04-25,2025-08-24,143053.75,3727.49,8.3,7.7
357,"Long, Thomas and Chen",Enterprise,Low Volume,Manufacturing,Evening,Standard,Poor,Prepaid,2024-12-31,2025-06-13,136794.93,3132.63,2.7,6.1
